protein1,protein2,interaction
Q9Y512,Q14393,0
P20839,O60551,0
P63261,Q2TAY7,0
Q86V97,Q9UNI1,0
P54727,P21217,0
P53680,Q9BVA0,0
O15269,P82664,0
P48507,Q8WXF1,0
P29084,Q99538,0
Q9NZV8,P57081,0
Q16890,Q07866,0
Q8N1G4,P34897,0
Q96RK4,Q08170,0
P36980,P21926,0
O60907,P10828,1
P28068,Q9BW27,0
P43358,Q13283,0
Q96AC1,P48507,0
Q96F10,Q8IZK6,0
P55089,Q9NXR7,0
P55211,O75449,0
S6BAN1,P05000,0
Q15796,P14653,0
P35346,A5PLN9,0
Q7Z4Q2,Q8WV22,0
Q86T03,P55735,0
P62072,P17152,0
P21217,Q96SY0,0
Q8NBK3,P61073,0
Q6P1L8,Q8IZI9,0
Q9Y2S7,P47872,0
P08697,Q9H9E1,0
Q9BW83,Q96IK5,0
Q96LB1,P62195,0
Q9UFW8,P85298,0
H9NIM3,P29459,0
P09488,Q02539,0
Q12798,P34741,0
O14818,Q9H9E1,0
Q6PGN9,O95154,0
P00338,P07864,1
Q8NBW4,P28223,0
P30153,Q9P289,1
Q04756,P11177,0
Q6UVW9,Q15397,0
P36871,P24158,0
Q13613,O15269,0
O00623,O75525,0
Q00013,O76083,0
P18031,Q68DB7,0
P16452,D3W0D1,0
O00264,P32455,0
O95563,Q53EZ4,0
Q9BTT0,Q58FG1,0
O75586,O00623,0
Q86XK3,Q9Y4X4,0
P04921,P06733,0
O00232,O75832,1
O14949,P32969,0
Q99689,Q7L591,0
Q9NR12,Q9Y6N9,0
O75486,P08246,0
P56377,Q9BVC3,0
P02765,P50542,0
P61278,P0DP25,0
P15735,Q96IK5,0
O14593,Q13546,0
P01286,Q9H5F2,0
Q00613,Q6PCB8,0
Q30201,P49662,0
Q9NX07,P61201,0
P57764,Q969U6,0
Q16602,Q15569,0
Q13153,Q8IY31,0
Q86WT6,Q96RK4,0
O75636,Q9UHB9,0
Q6P1Q0,Q96DF8,0
P22888,O15269,0
P03897,P03901,1
P05129,Q13614,0
P48050,Q9NVJ2,0
Q9H553,P13688,0
P49840,Q96RK4,0
P48549,Q9Y294,0
Q53T94,Q9BT49,1
P49674,Q8WVL7,1
Q8IYU8,Q14592,0
P42771,Q14508,0
A0A5C2GVU3,P62851,0
Q8WYQ4,Q9H840,0
O43521,Q16548,1
Q9P0T4,Q13216,0
P07195,Q13177,0
P09210,Q8IXW5,0
P07910,Q15768,0
Q96CV9,O43914,0
Q9H7E2,P57054,0
P47872,Q9Y376,0
P52907,Q15691,1
Q8N8U2,P49368,0
O75896,Q9C0C6,0
Q8IWF2,Q02539,0
Q96PK6,Q9NS61,0
Q6NVH7,Q86UA1,0
P08246,P10997,0
Q15370,Q86W74,0
Q8NHR7,Q16655,0
Q6ZMG9,Q92600,0
P28161,P52435,0
Q96AE4,P30872,0
Q9NPH5,P41587,0
O75828,P50750,0
P23258,P60709,1
O00571,O43189,0
Q5JPI3,O43278,0
P30550,O00472,0
Q6NVH7,Q5T686,0
Q99623,P48549,0
O75683,Q99848,1
P58499,O00425,0
Q8WVV9,O00204,0
Q9BVC3,Q9BZB8,0
Q9H0U9,P02748,0
P34897,P43897,0
Q9BYC8,Q16552,0
P36578,O15217,0
Q9NUN5,Q92529,0
P48167,P40926,0
P23416,Q8NBI3,0
P31391,Q8TDQ1,0
P40123,P63261,1
P30550,Q9GZV4,0
P26374,P53611,1
P17693,P48506,0
Q9Y2B1,Q7LBR1,0
Q70YC5,Q14995,0
P28062,P28072,1
P15289,Q9BZE1,0
O95171,D3W0D1,0
Q9UKV5,Q2TAY7,0
Q8N5N7,Q9BYD1,1
Q6P161,Q8IVH2,0
Q8IWF2,P35372,0
P35637,Q06787,1
O75426,Q9UQB8,0
Q96PD4,O43502,0
O15371,P42677,1
P41181,Q8N6L0,0
Q8NHH9,Q9HC52,0
Q3MHD2,P15289,0
P53350,Q6PGQ7,1
P52952,P23258,0
Q9NUN5,Q8WVM0,0
P00387,O15217,0
P27797,P29274,0
O00204,Q96ER3,0
P22888,Q15014,0
B2RNN3,P12532,0
P67775,Q8WYQ4,0
Q13772,Q96G97,0
Q9H4K7,P07492,0
P20226,P21549,0
P61024,Q9NZV8,0
P53611,Q7Z6K3,1
Q4G0N7,P10809,0
A0A0B4J1U6,P50542,0
P22415,P45379,0
Q9BWJ5,Q8WUP2,0
Q9NP79,P13987,0
O14931,P02774,0
O75607,P0C862,0
P28070,P28072,1
Q9HBH7,O75084,0
O75426,P63027,0
O15524,Q9NX18,0
P30550,Q9H040,0
Q7L2H7,Q8NHH9,0
P47872,O14965,0
Q9UKR5,P0CG13,0
P35249,Q9H0U9,0
Q9BZB8,P10916,0
Q02641,P36941,0
Q5VTQ0,P21266,0
Q9NZT2,Q5VUM1,0
P21549,Q9H0A6,0
P63172,Q9Y6G9,1
O75084,Q9NSK0,0
O00161,O75558,1
Q9H334,Q99714,0
Q9P086,Q8NCK7,0
Q15691,Q8ND83,1
Q6UXZ3,Q9Y3D6,0
Q9H7S9,Q7Z4H4,0
Q9UBU8,Q9Y5J3,0
Q58FG1,Q9GZV4,0
Q8NEF3,Q00013,0
A1L0T0,P20338,0
Q9UL33,Q9NX01,0
Q9UK80,P50213,0
P41235,Q99748,0
P19474,O60683,0
Q9NP66,P04004,0
P55771,P10997,0
P46439,Q6PHW0,0
Q9NZE8,Q9BRT8,0
Q86T03,O15287,0
P47872,Q86UX6,0
P25398,Q96GA3,1
P63244,Q68DU8,0
P54920,Q15836,1
Q8NEF9,O00757,0
Q8WVC0,O15247,0
A0A5C2G4I7,Q92688,0
P62310,Q6ZNX1,0
Q9UJ04,Q99961,0
P49407,Q00987,1
B4DIJ7,Q8NA29,0
P07686,Q9BSI4,0
Q8IU57,Q92530,0
Q86YL7,Q9BW19,0
Q06587,P21673,0
Q8NHR7,Q86UF4,0
P62249,Q8NC51,1
P28223,Q16864,0
P20290,P00973,0
P40429,P41587,0
Q6UVW9,Q9NY93,0
Q04756,O94844,0
Q6UXL0,Q504U0,0
Q6PI98,O60921,0
Q15311,P07585,0
P10145,P31040,0
Q9HAW0,O75636,0
Q15018,Q13888,0
Q68DU8,Q9UK45,0
Q9Y315,P49662,0
Q96HT8,P82650,0
Q9UPY5,Q7Z2G1,0
O95415,Q8WY22,1
Q9NQ89,P09467,0
Q8NB37,Q14994,0
P07195,P61244,0
Q92930,P48050,0
Q9NZA1,Q96G23,0
P83876,Q96BM1,0
A8K4G0,Q5T124,0
Q8N138,P49458,0
Q15796,Q6PF05,0
O75386,P00156,0
O43293,P48506,0
P10916,Q9UK58,0
Q13526,P48506,0
P49336,Q96G25,1
P10451,Q9NRG1,0
Q9Y6G9,P30550,0
P51811,Q9NRG1,0
O75072,P08195,0
O95631,Q96DI7,0
Q96IV0,Q8WUP2,0
Q03591,Q8N8U2,0
O00623,P20226,0
Q15907,P18509,0
Q15527,O15247,0
P48730,Q9UFW8,0
O60504,Q15800,0
P11908,Q9ULX3,0
O15062,Q9UHP7,0
P07910,Q14103,1
Q96LB2,Q30201,0
Q9NV72,O95456,0
Q9NS73,Q13424,0
Q9P000,B1AHC3,0
Q15019,Q99719,1
P35372,O95631,0
P40424,P08887,0
O14682,O60921,0
O75525,Q5JXX7,0
Q99961,O60675,0
Q05BQ5,Q9NV56,1
Q5JPT6,Q99962,0
P14679,Q9Y2R0,0
O00623,Q5VTY9,0
Q01850,Q86X02,1
Q5T2W1,Q5W5X9,0
Q8IVW4,Q96LB2,0
Q15669,Q15038,0
P22466,O60894,0
Q9P127,P18509,0
Q8NCY6,Q9UKR5,0
Q5JSS6,Q9Y320,0
B2RNN3,P10696,0
Q6IPM2,P07357,0
O43914,Q92903,0
O00499,P35227,0
Q96RK4,Q9NRD5,0
P62993,Q08209,1
Q14582,Q8IV16,0
O43399,P31942,0
P35232,Q9Y2B1,0
Q6ZQR2,P46439,0
A8MTY0,O14931,0
P60174,Q9NS61,0
O00165,O15217,0
Q96E22,P55212,0
P09467,Q9Y3R4,0
P40426,O60895,0
Q8NHH9,Q8TDN6,0
O15226,Q96J77,0
A1L0T0,P41273,0
P07492,Q9UBB5,0
P07357,P46778,0
P36955,Q7L775,1
O94844,Q4G0N7,0
Q7Z2W9,P63267,0
P31391,Q96PP8,0
P09488,P35240,0
Q9HB09,Q86T03,0
Q9Y2R0,P22304,0
P60981,O75081,0
P61278,P11166,0
A0A0B4J272,P07205,0
Q8N138,O75081,0
A6NI15,P10916,0
Q07666,O95154,0
Q96N95,P12872,0
Q96IZ7,Q5JXX7,0
P54578,P60896,1
O95967,Q9Y4X0,1
P00338,Q8WUD1,0
O14593,Q7GXZ4,0
P10412,O00629,0
Q86YL7,Q5JVL4,0
P78560,P14653,0
Q0ZCI9,Q9Y547,0
O75489,P01019,0
Q6P1Q0,P60981,0
Q8IZI9,P06753,0
O75558,P63027,1
O43516,Q9UNI1,0
O95169,P03905,1
O43159,Q9UQK1,0
Q99538,P01889,0
O43614,P34897,0
P23942,P24522,0
O14810,P36980,0
Q9Y572,P56703,0
O43837,Q9NXR8,0
O14593,P62318,0
O14958,Q7RTV2,0
Q14964,O60636,0
Q8ND90,P57764,0
Q96BM1,Q7Z5L9,0
P68371,Q9BVA1,1
Q6ZN18,Q15853,0
P41273,P02808,0
P07910,P10997,0
Q06830,Q96PP8,0
O60828,A0A5C2G4I7,0
Q99638,Q9H1D9,0
Q9UDY4,O60683,0
P43358,Q96EY1,0
P08697,O60547,0
Q9Y5J7,P07355,0
Q96PP8,Q9Y3B3,0
O60895,P30281,0
Q00613,Q5VY09,1
O15173,Q9GZU1,0
Q8IY31,Q13888,0
Q6IN84,Q6IPU0,0
P55735,Q9UL33,0
O75477,P48167,0
Q02742,Q9NPC6,0
P36897,Q8IY31,0
O75953,Q9UDY4,1
Q15768,Q15046,0
P46439,Q8WVC0,0
P01303,P02792,0
A0A5C2G3X0,P10073,0
P08697,Q9Y294,0
P25789,O00628,0
P17987,Q99759,1
Q9NXR8,Q9Y320,0
P22304,O60664,0
Q9NYG5,P48382,0
Q13614,P54252,0
P25929,O43488,0
Q6VVB1,Q8N6V9,0
Q9H009,O43597,0
Q9NYY3,Q96MM6,0
Q9Y4P3,O14863,0
Q9UIL1,Q96IZ0,0
A8K4G0,O43614,0
P06865,O43924,0
P21549,Q9BTE1,0
P62906,Q9UQF0,0
P00797,O95171,0
Q0ZCG9,P52952,0
P20645,O95631,0
P53582,O15156,0
P20393,P62714,0
Q01167,O60896,0
Q8NHP6,Q96E22,0
P04792,Q14103,1
Q99963,Q9BV97,0
Q8IWU4,Q9H9E1,0
P19419,O60894,0
P37840,P30626,0
Q9UKA2,P08590,0
O14593,Q5T2T1,0
O75449,P24863,0
P04264,P37198,1
H9NIM3,Q9BYC2,0
Q8N5N7,Q16552,0
Q13425,P52952,0
Q9Y3C5,Q07108,0
Q9NY93,Q15853,0
P82251,Q92530,0
Q86U44,Q86U70,0
P30532,Q6PGQ7,0
Q14469,Q8N5D0,0
Q14847,Q03013,0
Q00013,Q9UPY8,0
O43390,O43399,0
Q99538,O15194,0
Q04771,Q99717,1
P11940,P07357,0
P01903,P04003,0
Q8N140,O00161,0
O43715,P84022,0
Q14995,P52594,0
P61019,O43399,0
Q8IY31,P32519,0
Q6DD88,Q86VU5,0
Q02742,P43034,0
O60896,P37198,0
A8MTZ0,P01019,0
Q16548,Q9UNN8,0
Q69YV3,P46736,0
O14949,Q9H6Z9,0
P43358,Q9NVC6,0
Q96HJ9,O15269,0
A8K4G0,Q6UXZ3,1
O60894,P45985,0
P36575,Q9UJ04,0
O95563,Q8WXC6,0
P13688,Q8N3R9,0
Q8IXQ5,O43927,0
Q9NVZ3,P01704,0
Q9BTV4,Q9Y2B1,0
Q9BQ90,P32456,0
P20382,O43187,0
P07686,Q9H9R9,0
P18509,Q8TDX7,0
P26951,Q9NP66,0
P21266,Q6ZS72,0
Q96HJ9,Q9UIL1,0
P01210,Q96LB2,1
O75063,P41134,0
Q9Y5J3,Q9NZE8,0
P00156,O14978,0
Q9NQ29,Q969V1,0
P22466,Q14012,0
Q96LB1,Q16790,0
P16152,P31997,0
P48549,Q86WH2,0
P17676,P01303,0
Q13277,P51553,0
P01008,Q9H079,0
Q9H7E2,Q8TCZ2,0
Q9NQ89,P36894,0
Q4G0X4,P57075,0
O14893,Q16637,1
P00403,P25311,0
P43250,Q9P1U1,0
Q5TD97,O60636,0
Q86TJ2,P32297,0
P06340,Q92930,0
Q9NYY3,Q6IPM2,0
Q96BM1,Q969X0,0
Q8TDH9,Q9P0T4,0
O15131,Q9UFW8,0
Q6PGN9,P02748,0
P29274,Q8WXI9,0
O95415,Q5BJH7,0
P48539,P24158,0
O43294,P20062,0
P20809,Q14626,1
P61927,Q6UXZ3,0
Q6PIW4,Q9Y5Z9,0
Q8WU39,Q8IZK6,0
P57081,O00757,0
O60291,Q06787,0
P01222,P78368,0
Q8N4P2,Q96LD8,0
Q04756,Q5JSS6,0
P02774,P68133,1
P01764,P25791,1
Q00013,Q9UBX3,0
Q00005,Q66LE6,1
P30740,Q9NZV8,0
P02747,Q9H4A6,0
P61599,Q68DU8,0
Q09019,Q8IWD4,0
Q9NQG6,P0CG13,0
Q9BZE1,Q8IY31,0
Q13438,P16152,0
Q96EY4,P20290,0
Q8HAX7,P07585,0
Q9UIL1,O00124,0
A0A0B4J2H0,O60869,0
Q9NVX7,P48506,0
O43488,P43220,0
P07686,Q8IZT9,0
Q8TAE8,P52952,0
Q5XUX1,O15488,0
P23945,Q01113,0
P22557,Q9Y6N9,0
P16671,Q7Z6G3,0
P0C862,P23528,0
P30550,O14561,0
O14678,Q147X3,0
Q03395,Q9BW71,0
Q9NPF0,O75955,0
Q9BYC2,P01850,0
Q9H7E2,Q6ZN18,0
P48544,P82675,0
Q8N987,Q14995,0
O15212,P08590,0
P11908,O43837,0
P20645,P08697,0
P16871,P09683,0
P56279,Q9H0H3,0
Q86SQ9,Q96BD8,0
P53350,Q53GT1,1
P52434,D3W0D1,0
P00742,P36897,0
O75449,Q9UIS9,0
Q9P0M9,P00338,0
P50213,P35637,0
P0DI83,Q6PF05,0
Q9NUG6,P13688,0
P21453,Q4G0J3,0
Q8IZK6,Q9BYG3,0
Q00765,Q9UI14,1
Q9UIC8,P48167,0
P22891,Q96CB9,0
Q9Y5J7,Q9UKR5,0
Q9BVC3,P48050,0
Q3MJ62,Q14469,0
O00311,Q9UBU7,1
P46060,Q9P2S5,0
Q5JTV8,Q07837,0
Q96DZ1,P98170,0
O14863,Q14508,0
P02748,P12074,0
Q96DP5,P59665,0
Q9BYD3,P82251,0
Q9HCC0,Q08722,0
P32314,B4DIJ7,0
P22415,Q15124,0
Q9Y512,O60683,0
P13987,Q4G0X4,0
Q7Z5G4,Q96G25,0
O15479,Q9Y3U8,1
O60870,Q07837,0
P60033,P52952,0
Q6NXE6,Q1ED39,0
Q15048,Q9C029,0
P60174,P28223,0
P20749,P51151,1
P09683,Q92837,0
Q14582,P55081,0
Q12974,Q93096,1
Q96PD4,A9UHW6,0
P48544,P48730,0
P06865,Q6IPM2,0
Q9GZV5,P60891,0
P61266,P63027,1
Q96K37,Q8IXM2,0
Q02742,P30301,0
Q13868,P49116,0
O00483,O14949,0
Q16552,P01137,0
O95210,O00204,0
Q7L8A9,P21266,0
Q8NI60,Q58FG1,0
O43633,P41146,0
P61599,Q9UJ04,0
Q9Y2U5,Q4G0X4,0
O43318,Q15750,1
P12268,O14979,0
O60678,Q8NCK7,0
Q9P2S5,Q16254,0
P61764,O43278,0
P04003,P02724,0
Q9NXK8,P57054,0
P35226,Q9H079,0
P16671,Q9C029,0
O60291,P54578,0
Q9BRD0,Q99643,0
Q8IYU8,Q06587,0
P61266,Q86SG6,0
Q14442,Q9Y6E7,0
P05155,Q9H0A6,0
A0A5C2GVU3,Q9UQF0,0
P62318,P09467,0
P61968,Q9BWW4,1
Q9NV72,Q96PM5,0
Q96MM6,P50052,0
Q15014,P32314,0
P55735,P20062,0
O43316,Q8WVZ9,0
O15269,P80098,0
Q7L775,Q96LB1,0
Q9P2S5,Q9C029,0
P03915,Q86UT8,0
O95218,Q9Y547,0
P36578,Q02878,1
Q04864,Q96HD9,0
P31644,P10916,0
Q9UKM9,P22891,0
Q86XI6,Q9UJX3,0
Q13643,P07225,0
Q7RTV2,Q9BZB8,0
Q99727,O75449,0
Q6UXZ3,P55795,0
Q99623,O60894,0
O43660,Q6ZNX1,0
O43399,Q99640,0
Q01113,O43583,0
Q9UIK4,Q86XI6,0
P53778,Q6VVB1,0
P52907,P60709,1
Q9Y324,Q8WVJ2,0
Q07108,O60547,0
Q9UNN8,O43612,0
Q9Y6N9,O43768,0
P13385,Q9BT92,0
P55089,Q9NX07,0
Q8NHH9,Q86SE5,0
Q8N2K0,Q96IV0,0
Q13424,Q99952,0
P55081,Q9H081,0
Q8WUP2,P29084,0
Q00994,Q15485,0
P56279,Q06787,0
P25311,P01019,0
Q6NUN9,Q99689,0
P02794,Q8WV22,0
Q96HR3,P03973,0
P23416,Q15555,0
Q8TDR2,Q9Y4X0,0
Q96PP8,O75787,0
Q9UKM9,Q6UXL0,0
Q9NZV8,Q494U1,0
Q2TAY7,Q8IU57,0
Q8N4U5,Q9BQE3,1
O95674,Q02086,0
P00742,Q96CV9,0
Q6PHW0,Q9H079,0
Q96EL3,Q8WVJ2,0
P21266,P20963,0
Q9H845,O43278,0
P62491,Q09019,0
Q9H015,O60880,0
Q6UXL0,P48145,0
Q86SE5,Q9NVV9,1
P14653,Q96HR9,0
Q68BL7,P07355,0
O43175,Q9UKR5,0
O75072,Q8WVV9,0
Q5T2W1,Q9P289,0
Q9UJ78,Q96IJ6,0
O43819,P24385,0
P30740,Q9NS73,0
Q6P9B6,P48201,0
Q9HCE5,O15496,0
Q14CS0,Q92968,0
P17181,Q53GL0,0
A0A5C2G3X0,Q9BUR4,0
Q5T124,Q96J77,0
O43920,Q8HAX7,1
P62314,Q02742,0
Q01113,P36955,0
P43307,P08631,0
A0A5C2G4I7,Q9H2G9,0
Q6PIL6,Q9BZY9,0
P06748,P60866,1
Q99594,Q9H461,0
P20393,P43358,0
P55081,P45379,0
O76036,P30273,1
P17028,P00973,0
O43395,Q14498,1
Q8TCE6,P07195,0
Q5VY09,O60896,0
P04075,Q13158,0
P35250,Q8N205,0
Q13113,P63261,0
Q9BYC2,O95926,0
P30872,Q99689,0
O00204,Q8IXQ5,0
Q9BYV2,Q86UA1,0
Q9NX18,P51151,0
Q9NZA1,Q53HC5,0
P08246,Q9Y6M4,0
P36941,Q13114,1
P17676,P23415,0
O75964,P08590,0
Q03395,P08887,0
P07686,P05120,0
Q99638,Q99961,0
Q9UFW8,Q9UIS9,0
P24539,P56385,1
Q9HCE5,Q15758,0
Q8IX90,Q9H5K3,0
Q9HCE5,Q16560,0
Q96L14,P08263,0
Q15382,P25116,0
O00623,P54105,0
O15514,P52434,1
Q12846,P02808,0
Q9Y2J0,P01286,0
Q9NX18,O60238,0
P05787,O95257,0
Q9UBP6,P00558,0
Q8IXQ5,O95257,0
Q5TA31,P55769,0
A0A0B4J2H0,O75386,0
P0DPB3,O95751,0
P49116,Q9GZV8,0
Q13613,Q9NYM9,0
P41146,Q99717,0
Q14508,Q9Y2R9,0
O00757,Q8IZT9,0
O75787,Q99437,1
Q9BWX1,P07492,0
P27695,P47211,0
Q9UBP6,P40199,0
B2RNN3,Q15828,0
Q9Y3B3,Q6UWZ7,0
O43318,Q4G0N7,0
O00743,P0DN86,0
Q9Y572,O95970,0
Q86TJ2,P27482,0
A2NUT2,Q6DD88,0
Q8N0Z6,P48549,0
P08631,Q8IZ07,0
O96017,P30307,1
Q9GZY6,P21453,0
P21549,Q9H845,0
P12319,O43189,0
P0DI82,Q8IUR0,1
P12931,P49023,1
Q8ND90,P22888,0
Q5JPT6,Q9NYV6,0
P82932,Q9BYN8,1
P23415,P21549,0
Q8IXB3,O43715,0
Q9Y4P3,P07358,0
Q9BS26,Q8N987,0
P20839,Q8NCY6,0
P30926,P59666,0
O75063,Q9Y6M9,0
P43897,P07225,0
Q9H237,P30550,0
P0DP23,Q92913,1
Q96LB1,Q92994,0
Q96K37,Q8NFG4,0
Q13064,Q8IWF2,0
Q9Y320,P40199,0
P78560,P06858,0
Q9NXR7,P51608,0
O95967,Q9Y5Z9,0
Q99963,Q96NN9,0
P61278,Q15326,0
Q9C0K7,Q9UNN8,0
P35070,Q6VVB1,0
P22466,Q13113,0
Q9UPM6,Q9NRF8,0
Q96DF8,Q86U44,0
Q7LBR1,Q1ZZU3,0
Q8WYQ4,Q00005,0
O43513,P30550,0
Q9Y6N9,Q9UH92,0
Q7Z4G1,P59665,0
Q6N030,P61278,0
Q6RW13,Q9NR28,1
Q96DU3,Q5JR12,0
O95665,P25929,0
Q96NB3,Q9NS61,0
P07910,Q6ZNX1,0
Q9H9Q4,P46976,0
P56704,P25311,0
Q07837,P01137,0
Q8N5N7,Q9NWU5,1
P03905,P03915,1
Q96A08,Q6IN84,0
Q13705,Q9Y5J7,0
O43513,Q13424,0
Q9GZT8,P0DPB3,0
Q8NBI3,P82663,0
P49411,P60484,1
P52294,P48050,0
P48544,Q8NHH9,0
Q15828,P13498,0
P03915,Q16795,1
Q9NYY1,Q9BYV2,0
Q96C86,P22888,0
Q8IVW4,Q8TDQ1,0
A0JLT2,Q9H944,1
Q15828,O43633,0
Q5VUM1,P18077,0
P51168,O95967,0
O00472,Q8IUQ4,1
Q4AE62,O95563,0
Q96RK4,Q99608,0
Q15828,Q8NC24,0
Q15485,Q7Z3S9,0
P43364,Q5BJH7,0
Q9UHP7,P57087,0
P14653,P67812,0
P28223,Q96CB9,0
P51149,Q9UI14,1
Q6ZMG9,Q9UH92,0
P25025,Q16552,0
O14745,P48382,0
P09683,Q9NQG6,0
P00492,Q96LZ3,0
Q96I99,Q8NB37,0
P50542,P18124,0
O95817,P08590,0
P35240,O14613,0
Q5W5X9,Q13526,0
Q99705,O14733,0
Q9BVC3,P46976,0
P0C862,P62945,0
O95292,Q9NS23,1
O14958,P55789,0
P00441,Q9NYG5,0
P60508,Q96SD1,0
Q15038,Q12889,0
Q9NX38,Q9H4H8,0
P50750,P50052,0
Q86YD7,Q14393,0
Q6PCB8,P31994,0
P20823,Q9Y6N9,0
P07358,Q8WZA0,0
Q9NWU2,P51553,0
P08195,Q9Y5N6,0
P83876,P19957,0
A0JD37,P48050,0
Q5JVL4,Q68D85,0
Q6DD88,Q13064,0
Q8WV41,P09467,0
Q13011,O15143,0
Q96GZ6,Q9Y5U8,0
Q9UBP6,Q9BU76,0
Q7L5Y6,P04070,0
Q96BM1,Q04756,0
P32456,P08962,0
P37287,Q16595,0
P46527,P40424,0
P48643,Q9BUR4,1
Q9UHP7,Q96QR8,0
P51151,Q9P2S5,0
Q9NP66,P25929,0
P03973,P36955,0
P43363,Q16890,0
O15270,Q9UL16,0
P62072,P01286,0
P28074,Q9Y244,1
P49257,Q13323,0
Q5T2T1,Q6IPM2,0
O00220,Q14790,1
O15270,O60880,0
H9NIM3,Q969W3,0
Q9H3M7,P19957,0
Q05BQ5,O00623,0
Q96G97,P20749,0
P13805,P46736,0
Q9NX07,Q13011,0
P46778,P32314,0
P13500,Q96MM6,0
P57054,Q9Y2Z4,0
Q6IN84,P36896,0
P41587,P11166,0
P17787,P22888,0
P07585,Q9NRR6,0
P25116,Q9UNN8,1
Q6IBS0,P09972,0
Q8WYQ4,Q9H160,0
Q9Y680,Q7Z4H4,0
Q96F86,P0CG13,0
Q8NA29,Q9BQS6,0
P35250,Q9NPA0,0
Q3KP22,Q7Z5G4,0
Q86XK3,Q01344,0
Q5TA31,P30532,0
Q6NXE6,Q9UII6,0
P22415,Q92759,0
P50613,P51946,1
Q9Y3X0,Q9NZA1,0
P30926,O00327,0
O00305,O15217,0
P25311,P51452,0
Q7RTV2,Q9UI30,0
Q9P126,P20618,0
O60888,Q8N205,0
P0C862,P49207,0
P61158,O43715,0
Q9BSM1,P08195,0
P08246,Q9NPL8,0
Q9NY12,Q86YL7,0
P61244,Q86T03,0
Q9BUV0,Q8N138,0
Q9UKB1,Q9BX40,0
O14874,Q9P2S5,0
P12273,O95251,0
Q9UBU6,Q8IXB3,0
P35637,O60888,0
Q99714,O15247,0
Q68D85,Q9Y5S9,0
O75063,P35269,0
P28065,P28070,1
O75521,P63167,0
P26196,P39019,1
Q12918,B4E0L1,0
P23443,O75896,0
P49841,P0CG13,0
P07355,O60664,0
P19438,Q4G0X4,0
Q14442,Q9NUG6,0
Q9Y6B2,P11908,0
Q03395,Q13153,0
Q8WVJ2,Q96IJ6,0
P20382,P20062,0
Q9NPF0,Q9Y3Q3,0
Q5JR12,Q9UNY5,0
O95685,P07205,0
Q9UBW5,Q9UGP5,0
P04406,Q8IV16,0
P82921,P82932,1
O15218,P10412,0
P48556,O43439,0
O15446,Q9H0R5,0
Q9P2B4,Q15485,0
Q00013,Q9NQ89,0
Q05BQ5,Q9UFW8,0
Q13895,P20839,0
Q5T2W1,Q9UK97,0
Q13424,Q7Z3B4,0
Q969V1,P24385,0
P16278,P02679,0
O43278,Q9H4K7,0
P17812,Q08170,0
Q9Y5J3,P05120,0
Q8IW41,Q9UFW8,0
P56159,Q86WR7,0
P61289,Q00987,1
Q9NZE8,Q58FG1,0
P01834,Q8NA29,0
A5PLN9,Q9NXK8,0
P61278,Q13765,0
Q9H334,Q9ULR3,0
P47211,P51572,0
O95999,Q13489,1
Q13438,P48507,0
Q9UNY5,Q5BVD1,0
O15226,O95470,0
O95563,P42771,0
P36405,Q9H9T3,0
P28161,P98172,0
P48556,Q9UNM6,1
Q8IY31,Q8N5N7,0
P17275,Q5T2W1,0
P0DP25,O60921,0
Q96E22,Q9BW71,0
O96013,O60895,0
P26038,P20839,0
Q9GZX7,P04075,0
P20618,P25786,1
Q9Y6N9,Q3ZCQ8,0
Q02742,Q9NTJ5,0
Q5W5X9,Q15185,0
O75063,Q96B01,0
Q7Z628,P52799,0
O00425,Q99731,0
P21266,Q13586,0
P16152,Q9Y5Z9,0
P01303,P25929,1
Q8IU57,Q9H467,0
Q07837,O60291,0
Q6NVH7,Q9H1M0,0
Q8N987,Q7Z4I7,0
O95619,P62805,1
Q9BRX9,Q96J77,0
Q6PF05,P60484,0
P10412,P02511,0
Q96Q35,Q6RW13,0
Q63HQ0,Q9H009,0
Q7Z2W9,Q9BYD1,1
P30518,Q5BJH7,0
P68371,P04921,0
P14784,Q8NA72,0
O00232,Q99726,0
Q99705,Q00994,0
Q99519,P30990,0
P22466,Q9NX63,0
Q96CG3,P07686,0
Q9H257,Q8NA72,0
O14561,O43674,1
Q3KP22,Q8IYM1,0
P41273,Q6NVH7,0
Q9H5F2,Q96HT8,0
P09488,Q9BWW4,0
P45381,Q9NYJ8,0
P05187,P07357,0
P09529,O60636,0
P41181,Q8IU60,0
O75449,P60484,0
Q0KKI6,P01258,0
P21453,O43920,0
P60484,Q7Z4H4,0
P16152,Q15758,0
Q53HC5,Q9Y573,1
O14763,P50591,1
Q53GL0,O14863,0
P36957,Q6UXL0,0
P11831,P16152,0
Q96K37,P27482,0
P09488,B4DJ51,0
Q9H4A6,Q6UN15,0
O76094,P26373,1
Q9UKA2,O43837,0
Q9NXV6,P41146,0
P04004,Q6NXE6,0
P09683,O14733,0
Q9UQB9,Q96LB1,0
Q92903,Q7RTV2,0
Q14442,Q8IWZ8,0
Q8WVV9,P15289,0
Q6STE5,P19957,0
O95154,Q96DB2,0
P48507,A8K401,0
Q96RS6,P30626,0
Q8TBC5,Q96LB2,0
P50542,Q9UHP7,0
Q9BWU1,Q8IWF2,0
P25685,P46976,0
Q96ES7,Q5W5X9,0
Q9UJ78,P27797,0
Q15800,P62854,0
P05062,Q9NS61,0
