protein1,protein2,interaction
6I9I(2):H,7OPO(2):D,0
6NUF(1):A,6NUF(1):C,1
2Z2M(2):E,2ZNL(1):B,0
3ZPV(17):7,1EFU(1):C,0
7C52(1):M,5KHO(1):A,0
2X53(1):N,6DMX(1):D,0
6GKU(1):A,6GKU(1):H,1
5FHX(1):H,6DLM(1):B,0
1HEZ(1):E,4V82(1):Ay,0
2W8B(1):A,2VPD(1):B,0
7WKX(1):A,6N3P(1):J,0
1XDK(3):F,4IYP(1):A,0
5NWX(1):A,3HRD(1):F,0
3A8Y(2):B,6MJB(1):A,0
5E6Q(1):A,1T0P(1):B,0
4GN5(2):B,4GN5(2):C,1
4NG2(2):H,1X79(1):A,0
1XU2(1):A,7DYM(1):B,0
6D9W(1):L,4IP3(1):B,0
4HEA(2):C,6KBM(1):A,0
6AXG(2):D,3VVW(1):B,0
4ELZ(1):A,4ELZ(1):D,1
5OQT(1):A,1NFD(2):E,0
3HTK(1):C,5YIX(1):B,0
3FHC(1):A,5BXQ(1):A,0
6OKC(1):B,2J88(1):A,0
5H07(1):D,5LSL(4):H,0
4FMB(4):A,3U30(1):A,0
5LEF(1):A,5ZQV(2):B,0
6BS4(1):A,3UC0(1):H,0
5LZ3(1):A,5LZ3(1):B,1
3U28(1):A,3QD6(2):U,0
2IJ0(1):A,6NMR(1):H,0
3ZXU(1):B,3B0A(2):E,0
1Y4A(1):I,2P9L(1):A,0
3HG0(1):A,3TAD(1):C,0
7OG1(1):MMM,7OG1(1):DDD,1
3UX9(1):A,1N0W(1):B,0
6UUI(1):C,2DZO(2):D,0
3F7P(1):A,1FMA(1):E,0
4U8U(1):V,6ZRV(1):A,0
5VE9(1):B,5MFC(2):C,0
2C35(4):H,2BDN(1):L,0
7TZH(1):D,1I85(1):B,0
3L2O(2):A,5X3F(1):A,0
1TX6(1):I,5G5G(1):B,0
2QDY(2):A,1MVF(2):B,0
3L82(1):A,6B20(2):B,0
6I0D(1):N,3SXU(1):B,0
5BQM(1):A,5BQM(1):B,1
6LYV(1):A,6LYV(1):B,1
3S5L(2):H,4AFS(1):C,0
5XXF(1):A,4HXI(1):B,0
5D0Q(1):C,5D0Q(1):D,1
3HG0(1):A,3HG0(1):D,1
5BOP(1):B,7E40(1):B,0
4U8U(1):s,2ZNW(1):A,0
4RSI(1):B,5DMJ(2):D,0
3HB3(1):D,5AYR(2):C,0
7F4N(2):D,5F0J(1):C,0
4V46(1):AM,7QII(1):B,0
2BKK(2):C,2BKK(2):D,1
3II6(1):B,1PVH(2):D,0
6BBN(1):E,6M33(1):A,0
4FQ0(2):D,2EJG(2):B,0
7UNB(1):R,2HJ9(1):A,0
4M3K(1):B,2A52(1):C,0
1I8L(1):C,4G59(2):B,0
3CVH(1):H,2ZC4(1):B,0
2A06(1):B,1B33(1):N,0
2FUN(1):A,2ZDI(1):C,0
5ET0(1):A,6OKN(1):R,0
4WY4(1):B,3MEZ(1):A,0
4BQ8(1):B,1X9F(1):J,0
4DHX(2):F,4C31(1):D,0
4H44(1):A,4ETP(1):A,0
6JMU(1):A,6JMU(1):C,1
3TUF(1):A,2NUD(1):A,0
7S00(1):e,4A8J(1):E,0
3TQ7(1):A,5E7F(1):C,0
3HE4(2):B,6WH9(1):B,0
7KPJ(1):E,4HRL(1):C,0
1H31(1):A,1YC0(1):I,0
4LZX(1):B,5IY5(1):L,0
7Q1F(1):B,3ONA(1):A,0
4DHJ(2):E,5CVM(1):A,0
4YC7(1):A,4C9B(1):B,0
5IUN(2):F,4DX8(2):B,0
6Z0O(1):E,6UMG(1):H,0
6NBW(1):N,2V7Q(1):G,0
2HFG(1):R,5ACB(1):C,0
2NZ1(1):B,5ANR(1):C,0
7LLI(1):L,4JR9(1):A,0
4DNC(2):B,7BBL(2):E,0
5IRC(3):F,3S1K(1):V,0
6DDR(1):A,6BAE(1):B,0
3HO5(2):H,3W1S(1):C,0
3STB(2):A,3STB(2):D,1
6K2D(1):B,2PVG(1):C,0
4LN0(1):B,1IRU(1):F,0
5DI3(1):A,6UEW(1):E,0
5LXM(1):A,7FI9(1):C,0
5ZJG(2):D,5XMJ(1):C,0
5VI4(2):E,4DS7(6):E,0
4YPG(2):D,5W83(1):A,0
4ZV4(1):A,5HFT(2):D,0
6M9K(1):A,3DOM(2):D,0
4M7L(1):T,4XGA(1):A,0
2YVJ(1):A,5NMV(1):K,0
4DCN(1):A,4ZRI(2):D,0
2HSN(1):A,2GTP(2):C,0
4Y99(1):C,6ZHC(1):AAA,0
6BUH(3):F,2ZCL(1):P,0
3AB0(3):A,3AB0(3):B,1
1E6J(1):H,2NN6(1):B,0
2DOQ(1):B,3TJZ(2):E,0
5B5E(1):k,2A19(1):B,0
2J2Z(1):A,2J2Z(1):B,1
4D0C(1):B,7W71(1):M,0
5J1T(1):A,2OOB(1):A,0
4IEF(2):D,5CER(3):E,0
3ME0(1):A,6HW7(1):O,0
6Q8X(1):H,6HGC(1):A,0
5E79(1):f,5T7L(1):B,0
5EYA(1):B,1PYO(1):D,0
6O1F(1):A,2BA1(1):E,0
4H9N(1):A,2G45(2):D,0
7DAA(1):H,4GFT(1):A,0
1X79(1):A,5WBU(1):D,0
5XN6(1):A,3P8C(1):E,0
3N1G(1):C,5LRV(1):B,0
6HGA(1):B,5ULH(1):C,0
5IY5(1):M,3P9W(3):F,0
2V7Q(1):C,2F5Z(4):N,0
1AIP(1):B,6FAX(1):R,0
3WWN(1):A,3T5X(1):A,0
7AHU(1):L,2B5R(2):B,0
5IG9(3):H,3ZNG(2):D,0
4C6T(1):B,5CM2(1):Z,0
1DOA(2):A,4FAO(5):b,0
4S10(1):C,4DEP(2):D,0
2O8G(2):B,4S0U(1):C,0
6QUP(1):A,6DFL(1):A,0
1JJO(1):D,3CJI(1):B,0
2EY4(2):B,2EY4(2):F,1
6O60(1):B,6Z27(1):H,0
7KYO(1):H,4CV5(1):A,0
5ICA(1):C,3K1R(1):A,0
6GHO(1):A,1ZBE(1):1,0
5AWF(1):D,1MEC(1):3,0
6NJD(1):A,6NJD(1):B,1
1FM9(1):D,1TOC(4):F,0
2P6A(1):D,5H2F(1):L,0
1VRS(2):B,5XNB(5):O,0
6VHR(1):A,1SXJ(1):B,0
5GYY(1):H,3BSZ(1):F,0
4AYM(2):D,4CJ2(2):D,0
4IEF(2):D,4KT6(2):D,0
6VIE(1):C,5ZZN(2):i,0
1SB3(1):C,7KYP(2):E,0
4CFR(1):Q,2H62(1):D,0
6YN1(1):I,4JBW(1):B,0
4EYY(1):R,4ILG(1):B,0
6MJP(1):C,6MJP(1):F,1
7JFP(1):B,3VUX(1):A,0
4XSG(1):B,4U3X(1):A,0
6F5E(1):A,4MVI(1):B,0
1H2K(1):A,4AEZ(1):A,0
1LB1(3):F,7CUI(2):C,0
3GJ3(1):B,4U65(1):E,0
6HUQ(1):T,4ZDT(1):A,0
6DHP(1):e,3CUE(2):G,0
5GYY(1):A,1N73(1):D,0
1F6M(1):C,5D8J(1):H,0
6AF4(1):A,4IDJ(2):H,0
6VHR(1):A,3LEV(1):H,0
3VXM(1):A,1T0R(1):A,0
6IAN(1):A,5JH5(1):D,0
2EQ8(1):C,4UVP(2):D,0
5TH9(2):M,3LW5(1):J,0
2OX5(1):Z,6K67(1):B,0
4PEQ(2):D,7F4S(3):C,0
5DWU(1):H,1CLV(1):A,0
4C3I(1):N,6FIB(1):C,0
4DXE(2):J,2X53(1):S,0
3WFE(1):C,5H2F(1):D,0
6CW3(2):C,4C5G(1):A,0
6GR8(1):B,6UPU(1):B,0
5XYN(1):A,6GVW(1):B,0
4XLW(3):F,6GOS(1):D,0
1KQF(1):B,4KF5(2):B,0
2QKW(1):A,5OPI(1):C,0
5E9D(1):D,3LPE(4):G,0
2HRK(1):A,2HRK(1):B,1
2ZC4(1):B,2ZC4(1):C,1
4NG2(2):H,7D5Q(2):D,0
6ZG3(1):H,5SWK(1):C,0
5AJJ(1):B,4OGR(2):G,0
1R4P(1):D,1XU2(1):A,0
6P42(1):B,5LSJ(2):C,0
5HKP(1):C,7ZYH(4):L,0
5NKK(2):C,5NKK(2):D,1
7DKH(2):F,7DKH(2):G,1
4A8X(1):A,6UUI(1):X,0
7AE9(2):G,3WKM(2):I,0
2E74(1):A,5C8J(2):C,0
2JIX(1):F,6FAH(1):A,0
5TZT(1):A,6HW7(1):G,0
1JRH(1):H,6Y2P(1):B,0
6XMI(2):E,4C0B(1):D,0
4G6D(1):A,6OVK(1):R,0
5KOJ(1):A,7PB8(1):U,0
7F4N(1):F,7KPJ(1):E,0
4HRL(1):A,6KEZ(2):H,0
7TUE(1):D,3ULR(1):B,0
5JFC(1):L,1KA9(1):F,0
5WP3(1):B,5K2M(1):E,0
6KYW(1):C,6STJ(1):B,0
3BSZ(1):F,3BSZ(1):L,1
2E1M(1):B,2BP7(2):G,0
4ADS(1):H,6W0V(1):A,0
6GHD(1):G,6KBB(1):F,0
6EQI(1):C,7M76(2):J,0
2HTH(1):A,2HTH(1):B,1
3B9K(2):F,6PGK(1):a,0
6T9E(1):CCC,3ULR(1):A,0
5VZW(1):F,5VZW(1):D,1
6SMO(3):F,5KQ4(1):D,0
2WEL(1):D,4DCN(1):A,0
7LEW(1):A,7LEW(1):B,1
6IF2(1):B,5WK3(3):T,0
3WFB(1):B,6P20(1):C,0
4WND(1):A,5WKO(1):E,0
1CXZ(1):B,4MN4(1):C,0
5JZI(2):I,5WK3(3):C,0
3NHE(1):B,5KIW(1):B,0
4UWQ(3):B,3AYH(1):B,0
7Q05(1):F,4DY7(2):F,0
6WJC(1):C,4ILW(1):D,0
2QB0(2):C,5OY4(2):Y,0
4AEZ(3):G,4AEZ(3):H,1
5K59(2):A,4Y7O(1):C,0
5J9Q(1):F,1LO5(1):D,0
4QD2(2):F,5ZQV(2):F,0
2ISS(1):B,2ISS(1):E,1
4U8U(1):T,3FN1(1):B,0
3G04(1):A,2Q8A(1):A,0
6BLI(1):C,5OY4(2):B,0
5N9J(1):V,3MM5(1):A,0
3D54(1):L,6GGR(1):B,0
5CJP(1):E,7QBG(2):B,0
2EQ7(1):C,5NPW(2):C,0
4TPI(1):Z,7C88(2):A,0
3OIQ(1):B,5FB8(1):A,0
3VUX(1):A,3GJ6(1):B,0
6JLN(1):l,7CCC(1):B,0
6GWJ(1):B,6KMH(2):D,0
2A0L(1):F,7A0V(1):B,0
1Y1V(1):F,5BW8(1):B,0
6AWF(1):B,4LX0(1):A,0
4HDM(1):B,4U8U(1):N,0
4GZR(2):D,3IPM(1):S,0
4C99(1):C,4C99(1):D,1
5SY5(3):E,4D0C(1):A,0
1TNY(6):K,7PHU(1):D,0
4JAS(1):A,2NVY(1):K,0
7S1T(2):E,1DE4(1):D,0
1Q90(1):A,6GP1(1):B,0
5F72(2):T,6NBW(1):A,0
1U6H(1):A,4U3X(1):A,0
2XQB(1):A,2XQB(1):H,1
1KYO(1):W,1Z0J(1):A,0
6XQW(1):E,2J3W(1):C,0
3KF8(2):C,3OTP(1):C,0
4C2M(1):I,3LPE(4):G,0
1BML(2):D,4OR5(2):G,0
1UNN(1):D,6Z46(1):K,0
6VTM(1):B,2P1L(3):E,0
2I3S(3):E,2I3S(3):F,1
3L82(1):A,6CXH(1):A,0
4BVU(1):C,5L75(1):F,0
4K9E(1):H,3K9M(2):B,0
5EUL(1):Y,5EUL(1):V,1
6EHR(1):B,6EHR(1):C,1
1B33(1):C,5ZZN(2):a,0
4XB6(1):D,1KTK(1):A,0
5MG5(1):A,2Q8A(1):A,0
5MEV(1):A,3CDG(1):J,0
6GLX(1):C,6K0C(1):A,0
3OAA(1):H,2JGZ(1):A,0
2WTK(1):D,4MD9(4):M,0
2J88(1):L,1BOU(1):A,0
6NUF(1):B,4QIW(1):C,0
7P47(1):A,4RS1(1):A,0
3BOW(1):C,4BOS(1):A,0
7KDF(1):A,7T0R(1):A,0
7B56(1):A,6I0D(1):M,0
1P0S(1):E,1ZBX(1):A,0
6P22(1):D,4E6K(1):H,0
1NEZ(1):H,4V62(2):BK,0
4S10(1):A,7O9S(1):A,0
3VMF(1):B,4N90(2):F,0
2J3W(1):F,3M0D(2):B,0
4IF6(1):B,6L4Z(4):H,0
1JRH(1):I,4PW9(1):B,0
2JEB(1):A,3FWB(1):A,0
1D8D(1):A,1SGH(1):B,0
5WAS(1):C,5N9J(1):F,0
6ZXW(1):G,2WUS(1):R,0
6JOD(1):A,2HYB(1):E,0
2Q97(1):T,1G7C(1):B,0
2ZIV(1):B,6VIE(1):B,0
5H2F(1):Z,1LQB(2):D,0
2D26(1):A,6GNY(1):D,0
3TVJ(1):I,5OKZ(3):L,0
6BD2(1):A,4NN5(1):B,0
5Z1G(1):A,5Z1G(1):D,1
6BWA(1):A,1URQ(1):C,0
5H7S(1):B,3D87(2):B,0
3MSX(1):B,5VEB(2):Y,0
6MIT(2):D,7SKL(1):E,0
3WRX(2):D,5TH9(2):B,0
3AAE(1):B,2ZON(1):A,0
2GWF(2):D,5DOB(1):B,0
4M6B(2):F,3RU8(1):H,0
5D3E(2):F,5WKO(1):E,0
3FN1(1):A,3FN1(1):B,1
6YIO(1):H,4QAF(1):A,0
3ZFW(1):A,6MIT(2):E,0
5B1J(1):B,7DKZ(1):H,0
2KAI(1):A,4AJ5(1):O,0
7NOW(2):D,5VJX(3):G,0
5DQS(1):D,5L75(1):G,0
4NKG(1):A,5OSI(1):B,0
1TCO(1):A,1TCO(1):C,1
3LK3(1):B,3CW2(3):M,0
4XTR(1):E,4F3L(1):A,0
4DWH(1):B,2P9L(1):A,0
5VJ1(1):E,3ANW(1):B,0
5UBP(1):A,3HA6(1):B,0
4Z80(2):B,5LSF(1):A,0
5EZV(2):F,1XXH(2):I,0
2H3X(1):C,4RSI(1):B,0
4RLJ(2):A,1XTC(1):F,0
2VYR(1):H,2E4M(1):C,0
5OHG(2):J,4PD4(1):B,0
5EZV(2):F,4OMF(1):B,0
3QBQ(2):C,3QBQ(2):D,1
5JEN(1):A,4HEA(1):N,0
3LH2(1):L,5CL1(1):D,0
4DJF(1):E,3UZE(1):C,0
4ZI3(1):C,2HEY(2):T,0
5XFS(1):C,5WWL(1):M,0
1FMA(1):D,6SG2(1):AAA,0
5E79(1):C,6WY8(1):A,0
4GD3(3):A,5NLB(1):A,0
1BI7(1):B,4DID(1):A,0
5MSM(2):D,5JK7(2):E,0
2KAI(1):I,5IR6(1):A,0
1S5L(1):F,3H8D(1):A,0
3DPR(1):E,7NFQ(2):B,0
5GUX(2):C,4LW4(1):C,0
5HKP(1):A,1PQ1(1):A,0
1GLA(1):F,4HX3(2):H,0
1L0O(1):B,5YWY(1):A,0
3NCY(2):C,5Y7Z(1):A,0
1IZN(1):A,5C3J(2):H,0
4XVP(3):C,7Q1F(1):P,0
3U9P(2):D,1S70(1):B,0
6E2Q(1):N,6AE8(2):D,0
3QKU(1):A,2NPS(1):C,0
1U0S(1):Y,7M4O(1):B,0
4PLN(1):A,4ES4(1):B,0
5DN6(1):Z,5Z2Q(2):D,0
5ANR(1):C,6GRH(1):1,0
5B04(1):C,2VCP(2):B,0
4BQ6(1):F,2RGN(2):F,0
1TAB(1):I,6Y2P(1):B,0
6XW7(2):E,6XW7(2):G,1
7KP7(1):E,7ACZ(1):B,0
4B7Y(1):B,4B7Y(1):D,1
5NBM(2):E,4OT1(1):A,0
4UVP(2):C,5EDV(2):C,0
6DDR(1):B,2VWE(1):B,0
5LX9(1):A,6E5B(1):U,0
3UOU(1):B,2QKW(1):A,0
4XB6(1):A,6KGE(2):A,0
5Y5S(1):9,7ST8(1):L,0
6V7W(2):F,1YKE(1):A,0
1V9U(1):5,6I6J(1):A,0
3QWZ(2):A,4MJS(5):J,0
3VYR(1):A,1KG0(1):C,0
1HXM(4):G,4AT7(1):B,0
6Q8X(1):4,5YL9(1):B,0
5CER(3):F,3CBK(1):A,0
4HR7(1):B,3N7N(1):E,0
5WK3(3):C,3LGE(1):C,0
2ODY(2):D,1Z7Q(1):Q,0
5XSJ(1):X,6OYH(2):G,0
5X5Y(1):B,5X5Y(1):F,1
1U7V(1):A,5V52(1):D,0
4L1Q(1):A,4L1Q(1):C,1
3C01(3):C,6Z9U(1):D,0
6OQ6(1):D,6T7F(1):C,0
1Y6K(1):L,6A6I(1):A,0
1RVF(1):1,5ICA(1):A,0
3WXR(1):1,1SCM(1):C,0
6XMI(2):E,4O4B(1):B,0
1SCJ(1):A,4GF3(1):A,0
6YN1(1):A,6Y32(1):B,0
2GUZ(6):K,2YNM(1):B,0
4QD2(2):J,6GRG(1):2,0
6JLZ(1):A,4WPX(1):E,0
7F4S(3):E,6NUF(1):A,0
3B5N(1):C,4PSX(1):A,0
5VID(2):B,5X6V(1):G,0
5VCO(1):F,4H2S(1):D,0
6BUH(3):F,5CWS(2):L,0
5KVD(1):E,5KVD(1):H,1
1AL0(1):1,2E74(1):B,0
2XTJ(1):B,2ZME(1):D,0
3P8C(1):F,2HUE(2):C,0
2GTL(1):A,7D6C(2):5,0
6GN8(1):C,1GFF(1):2,0
5WHA(3):G,3LWN(1):A,0
5LOW(1):B,5LOW(1):F,1
5JYM(1):C,6X04(1):B,0
3C5Z(1):E,1H8T(1):A,0
3QBT(1):B,5J5V(3):E,0
4OYD(2):C,4OYD(2):D,1
6JLM(1):z,2I32(1):A,0
3T4N(1):C,5DBR(1):C,0
6T7F(1):B,4PL8(1):H,0
1I1R(1):A,1XXH(2):I,0
3KYD(1):A,5LZ3(1):B,0
1NW9(1):A,1NTZ(1):B,0
1SXJ(1):D,3SE4(1):B,0
5N9J(1):R,2ABZ(1):E,0
3KXY(2):B,6ONO(2):C,0
4YUU(1):L1,1SXJ(1):F,0
4YR8(2):B,4QIW(2):M,0
5EN7(2):G,6XWK(1):AAA,0
3N7S(2):C,7ZYH(4):L,0
7QIJ(2):KB,5C7X(1):A,0
4LX0(1):A,3UC0(1):A,0
2BWE(2):U,3BUZ(1):A,0
7OJX(1):A,5IRC(3):A,0
4CGU(1):B,7PI4(1):DDD,0
4K81(2):C,4CYM(5):E,0
5CBE(2):D,2EQ7(1):C,0
1FBV(1):C,2R0K(1):H,0
5F5P(1):D,4N6R(1):A,0
3HPW(1):B,4YDY(1):A,0
5TL5(1):L,4HEA(1):6,0
6YPC(1):I,4NTQ(1):B,0
3T5V(1):B,3T5V(1):C,1
2XHL(1):B,7S11(1):C,0
5F0L(1):A,4CPA(2):J,0
3TPM(1):B,4ADS(1):H,0
7P47(1):C,2A45(1):J,0
1KIL(1):A,4N7S(2):D,0
4D10(2):D,1YC0(1):I,0
1PYO(1):C,2D1P(1):B,0
6OBN(1):C,4G7Y(1):L,0
7F4T(3):H,3TSO(1):B,0
3ZWL(2):D,4HEP(1):A,0
3AAE(1):X,6SJ5(1):A,0
4XB6(1):F,1W2W(2):I,0
7CQH(1):A,2EJG(2):B,0
2W2X(2):C,4DJC(1):B,0
2VH5(1):R,6KKM(1):A,0
1D8D(1):B,5O0W(1):A,0
4BWG(1):A,4BWG(1):C,1
5XNS(1):A,6VIE(1):B,0
1JSU(1):A,6CVL(1):A,0
7AHU(1):C,7C2F(1):B,0
3ZWL(2):F,2J56(1):A,0
6NBW(1):N,3A1Q(2):F,0
7BHF(1):A,6M33(1):B,0
3A0B(1):E,2AHO(1):B,0
7RG8(1):B,7LEW(1):A,0
4W2O(2):C,4W2O(2):D,1
7CEB(1):B,3ZWZ(1):A,0
6HL4(2):D,5ODT(1):B,0
1TQB(1):A,2PQR(2):D,0
4HWB(1):A,4HWB(1):L,1
4N6E(1):B,6CHG(1):B,0
1L9B(1):M,6AMB(1):B,0
5J03(1):A,5K59(2):A,0
3UB0(1):C,2ZL1(1):A,0
4P6Z(1):S,4DXS(1):A,0
4Z8L(1):A,6J4V(1):A,0
6N4N(2):B,6N4N(2):C,1
1JIW(1):I,4XKH(1):E,0
7B5G(1):A,2C7M(1):A,0
3MP7(1):A,4L63(1):C,0
1PBY(1):C,4LNU(1):A,0
5UXX(2):C,7DLV(1):A,0
4Y5O(1):B,6BX5(1):C,0
3DWL(1):D,2X53(1):N,0
6CXT(1):B,3IPM(1):S,0
2PMZ(2):V,4YUE(1):L,0
6AMB(1):A,1ICF(2):C,0
7OAT(1):B,6CVL(1):A,0
4U3J(1):B,6MXT(1):N,0
4Y28(1):F,5SY5(3):F,0
3QHE(2):D,2F9I(1):C,0
1SR4(1):B,7TZH(1):C,0
6Z3J(1):C,7NWU(1):A,0
5KN5(2):F,3CJI(1):C,0
7F4N(2):G,4QAF(1):A,0
1SQQ(1):J,7RXJ(2):I,0
4G6D(1):B,2Z5H(1):T,0
5TZT(1):A,3UIN(1):D,0
5FQ8(1):G,3O6B(2):D,0
5ZHX(2):f,7OPB(3):C,0
6WME(1):A,6WME(1):B,1
5U3J(1):A,4IL6(1):A,0
1R8O(1):A,4I0P(2):G,0
4ZP3(6):L,6B7M(1):A,0
6LP2(1):D,5VCN(2):B,0
4ISN(1):A,3NPS(1):A,0
6IYB(1):A,4BKL(1):A,0
6QJ2(1):A,5FFN(1):A,0
2OOX(2):C,4UN2(1):A,0
5Y9C(1):H,6YPC(1):I,0
2V4J(1):F,3SIP(2):F,0
4WPX(1):F,3LPE(4):H,0
3RKO(2):G,3RKO(2):F,1
5WYH(2):C,5XSJ(1):X,0
7B04(1):C,6A3W(4):K,0
5MHR(1):H,6M8R(2):L,0
1KRL(2):D,7TJA(1):A,0
5MVZ(1):U,6WTY(1):D,0
1TIL(1):C,5YRZ(1):B,0
5JEJ(1):A,4HEA(1):J,0
2FDB(1):M,5N7F(1):A,0
5N9J(1):R,5N9J(1):U,1
4I18(2):R,4DDG(2):N,0
6BJ8(1):D,3CUE(2):K,0
3ZIA(1):S,1GNG(2):Y,0
6UEW(1):E,4P1B(1):I,0
5MAK(1):B,4BH6(1):D,0
5NBN(2):B,7AHU(2):B,0
5Y7Y(1):A,6S6Y(2):J,0
1TAB(1):E,1TAB(1):I,1
7PPZ(1):B,4BJ6(2):A,0
5F5U(2):F,6OSH(1):K,0
5NGV(1):A,5W0W(2):E,0
2HNT(1):F,1KJY(1):A,0
1KG0(1):B,4B7Y(1):B,0
6RSW(1):A,4QPI(1):C,0
6CSU(1):C,5BN0(1):B,0
3ISM(1):A,6TVQ(1):AaA,0
5KLI(1):B,4LZX(1):A,0
3HA6(1):B,2V55(2):D,0
5VJ1(1):E,6H0F(3):I,0
3T1Q(1):A,3BX7(1):A,0
7BZK(1):A,5NVM(1):B,0
5B1J(1):C,5VZT(1):B,0
2WZP(1):L,6KBM(1):B,0
5DFV(1):C,3HRD(1):D,0
5ZVK(1):A,7EGL(1):A,0
4PSW(1):A,4UJ3(7):S,0
4G6V(2):D,5MU3(2):E,0
6IHJ(1):A,5G5G(1):A,0
1NTZ(1):A,1NTZ(1):J,1
4LAC(1):B,2WBL(1):A,0
2INP(1):A,2EQB(1):B,0
5O1R(2):I,6ONO(2):D,0
4FAV(1):A,4P78(1):A,0
7V4Y(1):A,5NKZ(1):A,0
2BDN(1):L,6DXO(1):A,0
1DEV(1):B,4CAD(1):C,0
2CH4(1):A,2F2L(1):X,0
3E0J(4):A,2P9L(1):F,0
5JQ6(1):A,5JQ6(1):H,1
4X2H(1):B,4AP4(1):B,0
5G5G(1):B,5IM4(1):V,0
3NDY(1):A,3WIH(2):B,0
2AYO(2):B,5O76(2):F,0
4HEP(1):G,1NT2(2):A,0
4S1R(1):G,5C50(1):A,0
5OPI(1):B,3SIC(1):I,0
4H9N(1):C,7CI2(2):B,0
4JHP(1):C,6H8K(1):L,0
3PHD(1):H,5TUV(1):B,0
7EFA(1):A,6LZ4(1):B,0
4U4P(1):B,2VPX(1):F,0
2OVP(2):B,3ZYJ(1):B,0
5LON(1):B,1VYH(1):D,0
1Z2C(1):A,5VPD(1):B,0
3AXJ(1):B,4OGR(2):F,0
6PI7(2):D,7M4O(1):B,0
6J19(1):A,6J19(1):B,1
7UNB(1):H,2OF5(1):E,0
7C3F(6):P,5B3H(1):B,0
5C50(1):A,4KNG(1):E,0
6RHV(1):H,3VXM(1):A,0
5C2J(1):A,6KBM(1):B,0
6F3Z(2):C,2WSS(1):F,0
5HKK(2):O,1FOD(1):2,0
6EBY(2):D,1G3N(3):G,0
5L0W(1):B,5L0W(1):A,1
4J9Z(1):B,5HGG(1):A,0
1SFC(1):B,5AWF(2):E,0
2J1K(4):Z,6MOL(1):B,0
3F6Q(1):A,4CAD(3):I,0
1DD3(1):D,5MEV(1):H,0
3EB6(1):A,2BWE(2):U,0
6JBZ(1):C,2E9X(3):H,0
3KYD(1):D,7N0R(2):B,0
4YJZ(1):L,2VWE(1):L,0
3DWL(1):G,1K9O(1):I,0
7ZYU(1):B,4P2C(1):D,0
1Z7Q(1):o,2INN(1):C,0
2ZAE(2):C,7F0U(2):D,0
6C62(1):A,5KIN(1):C,0
5G15(1):B,5W5C(1):B,0
4DHJ(2):F,4YR8(2):A,0
5VI4(2):D,4IDJ(2):H,0
3HY2(1):Y,2DXB(2):W,0
3CJI(1):A,4V0O(3):C,0
6MJE(2):E,6JWP(1):E,0
4UQZ(1):A,4UQZ(1):B,1
1BDJ(1):B,7CQC(1):L,0
5F4E(1):B,7Y6B(1):B,0
4YPG(1):B,4C1N(1):D,0
5CJP(1):E,3OSS(1):D,0
5N01(1):A,3OED(2):D,0
1PDK(1):A,7R1Z(1):E,0
6KNM(1):A,4FAO(5):b,0
1RQQ(1):D,5JZE(2):D,0
5ZZN(2):a,5ZZN(2):i,1
6FIB(1):B,3SL9(2):D,0
6OSH(1):L,4JQU(1):B,0
6CWT(1):D,2WB1(2):O,0
3GNI(1):A,4LGP(1):A,0
1LPB(1):A,4HI0(1):E,0
2H32(2):H,5CDD(1):B,0
5NH2(1):B,1KB5(1):B,0
5EIN(1):B,1IRA(1):Y,0
5HZP(1):C,3NAP(1):B,0
6F8D(2):D,6EJN(1):B,0
5FWW(1):C,4B1Z(1):F,0
4TXV(1):B,6IMF(1):B,0
5VPD(1):B,5TIS(1):K,0
6Z46(1):K,5HYT(1):D,0
7SAY(2):F,1I4T(1):A,0
6KBE(1):G,1OCR(1):V,0
5EZV(2):F,1SXJ(1):B,0
1KSG(1):B,3HPH(1):H,0
1FOD(1):3,3IPM(1):B,0
4WWU(1):K,4WWU(1):L,1
7LLI(1):C,5B5E(1):c,0
2QE7(1):D,5YL9(1):B,0
5NX3(1):C,6Z46(1):K,0
5E79(1):I,4DRH(2):D,0
6E5B(1):U,3F8U(2):C,0
1QHH(1):B,1QHH(1):D,1
4CAD(3):G,5C8J(2):L,0
4S0T(3):E,4DTG(1):K,0
3GRW(1):A,5EZV(2):D,0
4YJZ(1):E,7S4A(2):C,0
3UVV(1):A,2IHB(1):B,0
2XHL(1):B,4YUE(1):C,0
4XKL(2):D,1YKE(1):B,0
1OC0(1):A,5NCN(1):A,0
5HZK(1):B,6JLO(1):b,0
6IW8(1):C,3U1J(1):E,0
6UUJ(1):B,5VXJ(3):F,0
6JOD(1):A,6JOD(1):H,1
3CWB(1):A,1JZD(1):B,0
1P1Z(1):D,5KWY(1):C,0
4TPI(1):I,6RVC(3):C,0
5LSF(1):A,5KY5(1):B,0
2Z5C(2):F,4USL(1):D,0
7M76(1):E,4GEH(2):C,0
7SKL(1):B,1H1V(1):A,0
6Q68(1):A,6Q68(1):B,1
4FAO(5):b,3L89(2):E,0
1TTW(1):B,2VN5(1):A,0
4V3K(2):C,4NTQ(1):A,0
5IRO(2):H,7QRG(1):A,0
4OII(1):A,3FMG(1):A,0
6HL4(2):D,4G4S(1):O,0
4HX3(2):H,2IWT(1):B,0
5EY5(1):A,6GVW(1):A,0
3KL4(1):A,4M77(2):H,0
3IXS(2):D,4YXC(1):B,0
3AB0(3):A,3GGR(1):C,0
