protein1,protein2,interaction
O74309,O74986,0
P36613,Q9P7R9,0
O74983,Q10134,0
Q9Y7J4,O42634,0
Q9URY2,O94620,0
O94534,P0CT70,0
P87159,Q9UT46,0
O14198,O94646,1
O14180,O94534,0
Q9Y794,Q10429,0
Q09822,Q92366,0
O42975,Q10429,0
Q9UUE5,Q9Y7Z7,0
O74904,Q9Y7Z1,1
Q09825,O94658,0
P01129,P33520,1
O14021,P87310,0
O14241,O94547,0
P50530,O74555,0
P05733,P78761,0
Q9UTE6,Q09760,0
Q9UTK6,Q10282,0
Q9P7M3,Q9UST6,0
O14170,Q09858,0
P32434,O74957,0
P40996,O60158,0
P36617,P21135,0
P10506,O74398,0
O14235,Q09933,0
P40848,Q9UTI8,0
O14327,O14079,0
O75011,Q9P7A0,0
O59800,Q9UT46,0
Q1MTN3,Q9UT32,0
O74446,Q9P805,0
Q9UUB7,O74560,0
P87245,O74895,0
Q03392,Q10585,1
P40235,Q9P7M1,0
O74978,Q9Y794,0
P10506,P56286,0
P40996,Q02088,0
P08092,P40848,0
P29458,O74985,0
Q9P7Q8,O94698,0
P05501,P48009,0
Q7LL14,Q09892,0
O14327,P50528,0
Q10056,O14180,0
P32586,O14339,0
Q9USP0,O74465,0
P34208,O94646,0
Q9US45,Q10218,0
Q9UUC1,P78794,0
P56286,P48009,0
Q09683,O74499,0
P34208,P0CT77,0
O59702,O94326,0
O14318,P79063,0
O94658,Q9Y7Z1,1
Q09685,Q9UUI1,0
P36592,Q9USP0,0
O13852,O14327,0
P36616,Q09819,0
P21534,P78774,0
Q9USV1,Q53EK2,0
O74983,P87176,0
O74433,P78963,0
P87312,O14269,0
O74825,P39964,0
P78761,Q9UUE5,0
Q02088,O13877,0
O60104,Q9Y7R3,0
O94542,P36617,1
P79005,O74854,0
O36023,O60052,0
Q9UTI3,P08090,0
Q09154,Q9P7E0,1
Q12126,P36614,0
P79063,O14180,0
P40372,Q10282,0
Q9C107,Q10428,0
P37382,P48011,1
P05767,O94620,0
O74736,O14140,0
O42975,P21135,0
O14129,O74309,0
Q9UT86,P05733,0
O36027,O14246,0
Q9P7R9,Q09717,0
O74399,Q9US45,0
P10506,Q09858,0
P13681,Q10322,0
P0CT68,O74966,0
O74558,O42667,0
P46595,O74184,0
P87238,O74774,0
P79015,Q9USX8,0
O43036,Q9HDY7,0
Q10173,P09322,0
P25457,Q10109,0
O13988,Q12701,0
P52890,Q09892,1
O13802,Q12126,0
O94476,O14036,0
O42832,P0CH07,0
Q10951,O13339,0
P40984,A6X980,0
Q92372,O74958,0
O94272,O74796,0
Q92372,Q9HE05,0
P78972,O43120,0
P87323,P40384,0
O74560,O14339,0
O42978,P79015,0
O74499,O14010,0
O59790,Q1MTN3,1
Q10432,O74175,0
O14036,O94263,0
O74772,Q9P7B8,0
P50528,P56288,0
O74558,Q10353,0
P87231,P05767,0
Q9USP0,Q10322,0
O94659,P40372,1
Q9Y7Z1,Q09116,0
O14459,O14417,0
Q92352,P33886,0
P87314,Q9P7W4,0
O13826,Q09196,0
P07527,O74175,0
Q09154,Q10951,0
Q9P6Q6,Q9USV3,0
P36629,O75011,0
Q9USY3,P40371,0
O75011,P87215,0
P40235,Q6BDR8,0
Q9P7P2,O94556,0
P87176,P56287,0
O74175,P87310,0
O94722,Q09914,0
O60187,O94321,0
O94268,O74771,0
P27638,O13916,0
O42905,Q10173,0
O74465,Q9P7G0,0
O74175,Q9P7J8,0
P50523,Q10343,0
O74803,O74499,0
O74854,O75011,0
O13712,O59734,0
Q9P802,P78929,0
O43080,O14097,0
O94752,O74747,0
O94285,Q09823,0
P40235,Q10316,0
P14575,P79010,1
O74533,P87159,0
O94705,P21534,1
Q9P3B2,Q9HE05,0
O74958,Q10134,0
P87245,O74517,0
P87306,P40995,0
O13964,Q9HE05,0
Q10198,Q9Y7U4,0
O43036,P36595,1
P79010,P41410,0
O42667,Q09933,0
O94444,P56286,0
O42975,P36625,0
O43070,O42932,0
Q6BDR8,O13286,0
P36616,Q0E7J7,0
O74966,P10506,0
O14198,P87306,1
O42932,O74791,0
Q09683,O14241,0
P79015,Q9UTE6,1
P05767,P28829,0
O94316,Q9UUC1,0
Q9URY0,O60158,0
P39964,Q09808,0
Q10668,Q10232,0
Q9UUB7,O13985,0
P78794,O13310,0
Q9UTS6,Q92399,0
P34208,P04688,0
O59680,P05767,0
P05501,P09322,0
O74560,Q9UUM2,0
O43114,O74796,1
O74988,O94705,1
P28748,O74986,0
O94285,P29458,0
Q9UT32,Q9Y7Z1,1
Q10056,O59793,0
P04551,P07527,1
A6X980,O14388,0
P37382,Q02088,0
O94316,Q9Y7J4,0
Q09824,O94285,0
P56288,O13953,0
P0CT60,Q9USX3,0
P41005,Q9URY0,0
P32390,O74433,0
Q10169,Q09823,0
P0CT60,Q12126,0
O13978,O42995,0
Q09819,Q9UTP0,0
Q9UT52,O74555,0
Q09914,O13672,0
Q12381,O94658,0
Q92352,O94668,0
Q10192,Q9UTE6,1
Q10317,Q9USV1,0
P41412,Q9Y818,0
O13712,O60016,0
O74483,O94616,0
Q10193,Q12381,0
O14198,P36592,0
Q09914,O94620,0
O94609,Q9Y818,1
P07334,P78963,0
O14216,P40848,0
P04551,O13985,0
O94620,Q10163,1
O13802,Q9UTF6,0
O13782,Q9HGL8,0
P36629,Q96WV9,0
Q09177,O59751,0
O74533,Q09191,0
O74895,Q09177,0
Q9UT86,O14180,0
O94603,P09322,0
Q53EK2,Q9HE05,0
O42905,O42667,0
P87324,O74910,0
O14388,Q9UTP0,1
O94263,P14575,0
Q09763,O13351,0
O43070,O42975,0
O74854,P05734,0
Q10173,O59703,0
O14343,O94534,0
Q9HE05,O74978,0
Q4PIR3,P50523,0
O42634,Q09906,0
Q9Y7J4,P13681,0
O74966,Q9USZ3,1
O94326,Q9UTR8,1
O59945,Q10067,0
O94668,O94268,0
Q9UT72,P56287,0
O94360,O74175,0
Q10317,P40384,0
P87176,O60150,0
O74175,O14241,0
Q9UUB5,P50524,0
Q10056,Q10585,0
Q9UUC6,O13826,0
Q01112,P09322,0
Q9Y7N2,P78946,0
Q9C107,Q09819,0
Q9Y7M4,P50523,0
P50527,O74517,0
O59680,Q09154,1
Q09924,O94687,0
P87306,O42667,0
Q9US45,O74988,0
O74991,Q9UUJ1,0
P87306,Q9P784,0
P56287,P87310,0
O59793,O74531,0
P87309,P05733,0
P54789,P33886,0
P36614,O14129,0
O13790,O74958,0
O59734,Q10429,0
O14343,O13728,0
Q9UT76,Q9Y709,0
Q9P7B7,P27638,0
O13802,Q9HGL6,1
P41889,P87231,0
P78953,Q9P802,0
P08090,O74465,0
O59734,Q10366,0
P79015,Q9US59,0
Q9P7R9,Q9UTS6,0
Q09819,O74803,0
Q10232,Q09824,0
Q09683,Q09330,0
O42978,O14198,0
Q9P7E0,O74825,0
O13936,O74499,0
P08090,P08092,1
Q9UTP0,O13712,0
O94659,Q9UU79,1
Q9P4W1,P05733,0
P09322,Q9P7B8,0
O94620,P39964,1
Q09685,P0CT60,0
P39964,P87310,0
Q10067,Q9P7J8,0
Q09822,P0CT77,0
O74311,P87174,0
O74558,Q874R3,0
Q9P7B8,Q9P7Y4,0
O13978,O14327,0
O59945,Q9UT86,0
Q10316,P36582,0
O74966,Q12381,0
P09322,P41411,0
Q9US52,Q9UUM2,0
O74517,P87310,0
P07334,P27584,0
P78972,P48009,0
O74483,P10815,0
O59800,P78972,0
O74558,O14339,0
P40848,O94288,0
Q9UTI8,Q9P805,0
O94423,P10815,1
P40997,Q9USL5,0
Q9USV3,O94659,0
O74483,P0CT68,0
O13758,P40384,0
O94238,O74558,0
P87126,O14269,0
Q9USZ6,P40384,0
Q09914,O42832,0
P32434,O94603,0
P29458,P27638,0
O60104,Q11120,0
O43114,P54789,1
Q09127,Q09150,0
Q9P782,P87314,0
P87306,P87173,0
O94316,P07527,0
Q9P7M1,O94316,0
P10506,Q96WV9,0
P28748,Q9UTA4,0
Q09892,P0CF96,0
O13836,P54789,0
P0CT70,O13684,0
P28829,O42991,0
O13672,O74854,0
Q10951,O94268,0
O94355,O94707,1
P78946,Q10951,0
Q10668,O59793,0
Q9USR7,O74398,0
P87053,O74360,0
Q09150,Q9Y738,0
Q9UU79,Q9UTR8,0
O94408,P21135,0
O13728,P09322,0
Q9USY3,P07334,0
Q09760,O74309,0
Q9P7R9,P14575,0
P13681,O14098,0
O74988,Q09825,0
O74986,P50524,0
O74803,P40984,0
Q9P7V3,P54789,0
Q06182,O43036,0
P0CT70,Q9USY3,0
O14241,O74804,0
P0CT60,O74517,0
Q10099,P06652,0
P36629,Q09176,1
Q9UTK6,P05767,0
O94752,P78963,0
O74955,Q9Y7M6,0
Q9P7X1,P0CU09,0
O59702,Q10322,0
Q0E7J7,O94408,0
O43070,P50524,0
Q03392,O13964,0
Q09330,P78953,0
O74309,P40377,0
O75011,P78761,0
O14352,O74483,1
O94316,Q9P3B2,0
P17937,O13936,0
O42995,P33886,0
P50527,O59680,0
O43071,O94326,0
Q9UUE5,Q92358,0
Q9UTP0,O42844,0
O14388,Q09823,0
Q874R3,Q9UT86,1
Q9HFE5,Q9P7B7,0
O13828,P36582,0
Q9HFE5,Q9US45,0
P78929,Q9UUM2,0
Q02088,Q09698,0
P04910,P25457,0
Q9UT46,P36582,0
P87123,O74986,0
O14010,O14198,1
O94646,Q9US45,1
P08092,P0CT60,0
P05767,O60187,0
P36614,Q09822,0
O13826,P40996,0
Q1MTQ9,Q09177,0
P09322,P34208,0
P27584,O14180,0
P0CU09,Q9P7J8,0
P41411,Q9UUA8,0
P42656,Q92358,0
Q1MTN3,O74771,0
Q9P7M3,P40372,0
O13782,O94752,0
Q9Y7M6,P78963,0
Q10193,C6Y4D0,0
Q9P6M0,O94321,0
Q10108,O94722,0
O14352,Q09898,0
P40372,P78814,0
P32434,Q09916,0
Q9USX8,Q10343,0
Q9UTE6,P56287,0
O36027,P08647,0
O74966,Q09924,0
O94707,Q9USZ3,0
P0C5Y7,O14269,0
Q09685,O60158,0
Q9UTR8,O74515,0
O94316,O14235,0
Q9P7A0,Q9P7J8,0
O74986,Q9URY0,0
P08090,O94668,0
O74471,P87174,0
P01129,Q10282,0
P41887,P08090,0
Q9USP0,Q10193,0
O43036,Q9USV1,0
O60164,O74560,0
P36622,Q10198,0
O74515,Q9Y7J4,0
Q10159,P87173,0
P36595,Q09196,0
O59702,O74736,1
P87169,P10651,0
O74986,P0CT68,0
P40384,Q09150,1
O74966,P40372,0
Q10430,Q9UUB7,0
P10506,O94276,0
O13964,O13916,0
Q09150,O36023,0
Q10951,P25457,0
P06652,P10989,0
Q10295,O59755,0
Q09761,O14010,0
Q01112,O42832,0
Q9P802,O43080,0
O14097,Q9P7R9,0
O74988,P87174,0
O94238,O94609,0
O74774,Q09822,0
O14064,P79065,0
P32434,Q9Y7L8,0
O94722,O94272,0
Q9UST6,Q9UT76,0
Q9UTF6,P50527,0
O13685,O74983,1
Q1MTN3,O74825,0
O74774,O74399,0
P10989,P10506,0
O74988,Q9UUJ4,0
Q10193,P87323,0
Q9P7J8,Q9UT72,0
O14399,O59790,0
Q9USG6,P04910,0
Q09924,P79065,0
O94547,Q53EK2,0
Q53EK2,Q9USX3,0
P0C5Y7,O13728,0
O14327,P21534,0
P37382,O74955,0
P40996,P50527,1
Q10109,Q9P802,0
P79071,P04688,0
P40997,Q09825,0
P36592,Q10429,0
P54789,O13777,0
P32586,Q09892,1
O13877,O59790,0
O94268,O94288,1
Q09154,O94684,0
Q9P7V3,Q09150,0
Q9Y738,Q09330,0
Q9UT32,O74433,0
P52890,P36629,0
P41411,O13672,0
Q7LL14,Q00619,0
O74736,Q09825,0
Q874R3,O13790,0
O74511,Q9USU3,0
O13728,Q09933,0
O94272,Q09906,1
Q9P7F9,O13728,0
O94376,Q10099,0
P0C5Y7,P79015,0
P40997,Q12126,0
Q07538,Q9USP0,0
O13802,Q09824,0
Q09772,Q09127,0
O42905,O14269,0
Q9UUE5,Q9UT46,0
P50523,O43070,0
P07334,P07527,1
O42995,O94244,1
Q10477,O14327,0
O13672,Q9UT32,1
O94444,Q9P6R1,0
Q4PIR3,O42975,0
O74360,Q09772,0
O59836,O14230,0
Q9UTI8,P30261,0
P48009,O94326,0
Q9USU3,P36618,0
O59767,O59680,0
P28748,Q09772,0
O43036,Q9P7P1,1
O74311,P07334,0
Q09772,Q9UT32,0
Q9Y7M6,Q09683,0
A6X980,O42975,0
Q96WW3,Q9UTR8,0
O59767,Q9UT32,0
P07527,O42832,0
Q9P7V3,O00102,0
O74465,O74904,0
O74966,P41005,0
Q10668,Q9UT52,0
Q9C107,Q9USP9,0
P40997,O94609,0
Q9Y7M4,Q10169,0
Q9UUJ1,P40984,0
P36582,Q9UUI1,0
P87215,Q12381,1
O74957,O14417,0
P0CT70,P21534,0
P40377,P36616,0
O74531,Q9UU79,0
A6X980,Q92399,0
O74790,O94450,0
Q09683,Q09142,0
P87231,P50527,0
P0CH07,O74804,0
Q10173,O94556,0
Q9UUJ1,P17937,0
O14352,P04688,0
Q10317,P05767,0
Q96TL7,Q10668,0
Q10271,P40371,0
Q9P7X1,O13688,0
P87169,O94705,0
O43120,O14269,0
P10989,Q1MTQ1,0
P56523,O14036,0
Q9USH1,Q9P7B7,0
P09988,P05501,0
O59836,Q9P7Q8,0
O13889,P56523,0
Q96TL7,Q09882,0
P36622,P32434,0
P07657,P79005,0
O74804,P40377,0
P56287,Q9Y7M4,0
O94360,O74774,0
O59800,G2TRP5,0
P36625,O94603,0
Q10103,Q10173,0
O74803,O74560,0
P28748,P87027,0
P04688,O94238,0
P40384,Q9UTR8,0
O14246,P40371,0
P0CF96,P10815,0
O74433,O74517,0
O42991,Q10232,1
O94698,Q9UUE5,0
P30261,P87169,0
O42844,O59767,0
O60016,Q11120,0
Q10056,P79065,0
O94309,Q10282,1
P87053,P36629,0
O74771,O13310,0
Q7LL14,P33886,0
Q9Y7L8,Q10272,0
O94722,Q9Y7L8,0
Q9UTI8,Q9US45,0
P87215,O13877,0
P40380,Q10192,0
Q9HGL6,P33520,0
Q9USL5,P87245,0
P36595,O74533,0
P78963,Q96WW3,0
Q9Y7Z1,O13964,0
Q96TL7,O74536,0
Q9USV3,Q10316,0
P0CT60,O59703,0
O74483,Q09116,0
O74533,O74957,0
O59800,P87231,0
O74772,Q9P7X1,0
O74515,Q92372,0
O13615,Q10429,0
O94238,P33520,0
P78946,Q9HDY7,0
Q09196,Q10108,0
Q9UUC1,O14010,0
O36027,P87215,0
Q10134,O74803,0
Q09685,Q09698,0
Q9P7P2,P78946,0
O74511,P36601,0
P09988,P48009,0
P87053,Q0E7J7,0
O74718,Q96WW3,0
O94408,Q9UT72,0
O14459,O14036,0
P78953,O94285,0
O94620,Q9USV3,1
P87173,O94450,0
P0CT70,O94616,0
Q9UT52,O14229,0
Q10428,Q09177,0
P50530,O74515,0
Q9USV1,Q09822,0
P09322,O14399,0
O60164,O75011,0
O42991,Q9US59,0
O60129,Q10477,0
P41005,Q09154,0
Q9URY2,O43071,0
P32586,Q09170,0
O59702,P41412,0
Q09819,Q9Y7Z1,0
Q9P802,Q9USV3,0
P40372,Q10163,0
Q9Y7M4,Q10173,0
Q09825,O42978,0
Q92366,P41005,0
P79010,O94408,0
Q9P779,Q9USM8,1
P07657,O94360,0
O14459,Q10109,0
Q9Y7Z1,Q9UUC6,0
O74499,P41411,0
Q9UUB5,Q09824,0
O13877,O94616,1
P40996,O42978,0
Q9P7Q8,O74736,0
O14399,O42954,0
Q9P7E0,Q9P7X1,1
P54789,O94408,0
Q10322,O13712,0
Q10428,A6X980,0
O13936,O14036,0
O13688,O74988,0
O74991,O59945,0
O74718,Q09698,0
P40996,Q9UT46,0
O94450,Q9UUC1,0
P05733,Q9HE05,0
O59945,Q9P7M3,0
P87245,O74558,0
P01129,P49731,0
P54789,P41887,0
O59945,Q09760,0
P87176,O74986,0
O13681,Q10109,1
O59680,Q9HGL6,0
O74517,Q09698,0
P40848,Q03392,0
O42667,Q09825,0
O94581,P14575,1
O94423,P78794,0
P87126,P36582,0
O42832,Q9P784,1
Q09892,Q10432,0
O43114,O13889,0
O74796,Q09717,0
Q9URY2,O13802,0
P30261,O94244,0
Q9P7P1,Q9HGQ3,0
O13782,O74555,0
O14216,O74985,0
Q10198,Q9P7B8,0
Q9USG6,P87306,0
P36601,Q9Y821,0
O13685,Q09177,0
P41887,O94581,0
P26306,Q9Y818,0
Q10429,P36585,0
O13782,O13985,0
O94603,O74796,0
O13953,O43114,0
P0CG72,Q9P7J8,0
P79005,Q96TL7,1
O60187,O94542,0
P87051,O74560,0
Q9P7E0,Q9P7Y4,0
Q9HFE5,A6X980,0
O74736,P32434,0
P05764,Q12381,0
P48011,O74515,0
Q9P6Q0,O59836,0
Q9UST6,Q09150,0
Q9P4W1,Q09933,0
O42661,Q09170,0
O14122,P56523,0
Q9P7B7,P36613,0
O13988,O59800,0
P32390,O14417,0
Q09191,Q09924,0
O94658,O13351,0
Q96WV9,O13782,0
P36622,P87174,0
Q9P6R1,O59800,0
Q9HDX9,Q09142,0
O42832,O94288,1
O74790,P40995,0
O13916,O74747,0
Q0E7J7,P78789,0
Q09760,O74736,0
Q9USU3,O74533,0
O13826,O13758,0
P87310,C6Y4D0,0
Q10099,P05767,0
O13782,O74966,0
O13684,O94263,0
Q9UT72,P41412,0
O13828,Q09924,0
O13286,O14388,0
O94321,O94698,0
P78761,P78794,0
Q09127,O36027,0
O13916,O74483,0
P0CF96,Q10232,0
O94707,O14229,0
O74854,Q9HGQ3,0
O14343,O14388,0
P79071,P87123,0
P41412,P40372,0
O94355,Q9P7M1,1
O74515,Q9UUA8,0
O74555,O14198,0
Q09892,O94316,0
O74910,Q9P7V3,0
Q00619,O13712,0
O59767,P87306,0
Q09906,O74360,0
Q9Y821,P50530,0
P78761,O94444,0
Q9UUJ4,O13370,0
O74747,O74471,0
O94687,O94360,0
Q09808,Q9P7F9,0
Q9Y7J4,Q9UU79,0
P79071,Q9P7M1,0
O13782,O60052,1
Q9UUC6,O14343,0
O59793,O42846,0
Q9C0Z9,P0CT77,0
O42978,P05767,0
Q10163,P10989,0
P40995,P87324,0
P79005,Q10193,0
Q12126,P79015,0
Q96TL7,O42995,0
Q10067,Q4PIR3,0
O13688,A6X980,0
O14388,P87159,0
P0C5Y7,Q0E7J7,1
Q10477,P50524,0
O59702,O74771,0
O94450,O74518,0
P05501,O74653,0
Q9HE05,Q4PIR3,0
Q09116,Q9UTR8,0
P79063,O43120,0
Q09170,Q9P782,0
Q09933,Q9HDY7,0
Q9Y7M4,Q9Y7N2,0
O13852,Q53EK2,0
Q9US52,P41410,0
Q92399,Q09825,0
Q1MTQ1,P40984,0
Q9P7Q8,O74533,0
Q9P3B2,O42954,0
Q9P7M1,P40984,0
Q4PIR3,Q9UT52,0
O94285,Q10103,0
O59793,O74910,0
O74796,Q9Y7N2,0
Q09924,Q09698,0
Q09142,Q12126,0
O43114,O42932,0
O74791,Q9P7M1,0
O13685,O74957,0
Q09116,Q9UT72,0
O13672,Q09916,1
O13953,O74718,0
O36023,Q10173,0
P36614,O59945,0
O94698,O14241,0
P08092,Q96WW3,0
P10989,Q09858,0
P36601,P41410,1
O14198,Q9UTI3,0
O42844,A6X980,0
Q09127,Q9USM8,0
Q92399,P36583,0
Q9P7M3,O42995,0
O13310,O14198,0
O94534,Q10192,0
O74465,O94687,1
Q10282,P87309,0
P32390,O74517,0
P78972,O43080,0
O94316,P08965,0
O94309,O14241,0
Q09142,O94534,0
P10989,Q02088,1
O94668,Q9HE05,0
P36592,P0C5Y7,0
P56287,O94687,0
O14339,P56286,0
Q09808,P40984,0
Q10366,Q9Y7L8,0
Q10343,O14269,0
P48011,P41411,0
Q53EK2,P78946,0
P0CT68,Q6BDR8,0
Q9UUI1,Q09127,0
Q09150,O74955,0
P41887,P87324,0
P87174,P41887,0
P06652,P34208,1
O14327,P78972,0
P04551,Q9US52,0
O13782,O14010,0
O74531,Q9Y709,1
O94360,P41889,0
Q10429,O14318,0
O42832,P34208,0
P87309,O13916,0
Q10103,Q10056,0
O14230,O42991,0
Q09772,O94326,0
O94609,Q9Y7Z1,0
P12000,Q9USV1,0
P07334,P05733,0
Q9UTS6,Q9P7G0,0
Q9USG6,Q03392,0
Q9US45,P40996,0
P30261,P87324,1
Q9P7F9,Q09914,0
Q10099,P79071,0
Q9P4W1,O13758,0
O13836,O43120,0
O42978,Q10366,0
P08090,Q1MTQ1,0
Q9Y7U4,O59755,0
Q96WV9,O94603,0
Q9Y7N2,Q9P6Q6,0
Q9USP0,O94616,0
Q0E7J7,O13286,0
O43080,O14011,0
Q9Y7R3,P05767,0
O43036,P40377,0
O74736,O14216,0
A6X980,Q9HGL6,0
P79063,P28829,0
O74311,Q9UTR8,0
O42846,P0C5Y7,0
O94581,P21534,1
O14350,Q9Y7J4,0
Q09825,Q9HFE5,1
Q09176,Q9Y794,0
O14011,P39964,1
P78774,Q09127,0
Q09858,Q9P805,0
O74966,O43114,0
O74515,O94316,0
P40848,O74774,0
O60187,Q10951,0
Q9Y7U4,Q09683,0
P79071,O13286,0
O94687,O42954,0
Q96WW3,O74499,0
O13877,P37382,1
O74955,P87309,0
O74803,Q92366,0
P87174,Q9USX8,0
Q9USL5,O13826,0
O74499,O14011,0
O74311,P36614,0
O13615,O94316,1
O60016,O13351,0
P79063,O94684,0
P10651,O59734,0
Q10173,Q09892,0
Q9UTK6,P79071,0
O60129,O74446,0
O13370,O94534,0
Q9USV3,O59790,0
O59680,P40372,0
Q9P4W1,Q92366,0
Q10056,Q10353,0
Q9URX6,O42978,0
P40381,Q10366,0
Q9USZ6,P21534,0
O60158,Q9USL5,0
P54789,Q10366,0
P87323,O13988,0
Q10366,Q9UTP0,0
Q0E7J7,Q10322,0
P41887,O94684,0
Q10169,P87053,0
O14327,Q9UT52,0
Q96WV9,O14021,0
O74955,P09988,0
P39964,Q9USV3,1
P36585,P26306,0
O74560,O74790,0
O13936,O74771,0
Q9UT52,Q10173,0
O13310,O13777,0
P87053,Q10218,0
P87306,Q9UT72,0
O14399,O94603,0
P87309,Q4PIR3,0
O74991,P05501,0
P87231,P36582,0
P56523,P87173,0
Q92462,P40997,0
P30261,P40381,0
P79065,Q9US52,0
O36023,Q9US45,0
P50523,P40380,0
P78946,Q9Y7Z1,1
Q11120,Q09858,0
Q9UT52,P87245,0
O94556,P30261,0
O13988,O60187,0
P12000,Q03392,1
P36595,Q9Y7J4,0
O74718,Q9USL5,1
Q10477,O74184,0
Q09683,Q10317,0
Q10113,O14122,0
Q9P7T4,P79065,0
Q09154,Q9HDY7,0
O14064,Q09760,0
O14180,P08647,0
Q9USX8,O94444,0
Q09176,P50523,0
Q09116,Q9UT46,0
Q9Y818,Q92462,0
P41412,O94659,0
P05501,O74910,0
Q09772,C6Y4D0,0
Q92372,Q09772,0
Q92366,O14352,0
O94684,Q9Y709,1
O94581,Q10429,0
Q09914,Q92358,0
O13953,O74471,0
O94616,Q9P779,0
O13615,Q9US45,0
O13877,O94263,0
Q10428,Q9P7B7,0
P87027,O94659,0
P50523,Q9UTA4,0
O94609,Q9UTS6,0
Q9HGL6,O94408,0
O36023,Q09116,1
Q09892,O74854,0
Q09717,Q09683,0
Q9P6Q6,O42995,0
P39964,O14343,0
O13790,O42844,0
Q9UTI3,O94687,0
P79015,P87159,0
P52822,O59836,0
O59836,O74465,0
O94705,Q9UTF6,1
O36027,P32390,1
O14329,Q9HGQ3,1
Q9UTA4,Q10343,0
P25457,O94542,0
O74966,O14010,0
O43114,P0CT77,0
O13964,Q9P7Y4,1
Q9HDX9,P87169,0
P87324,Q9UTF6,0
Q9URX6,Q09924,0
O94360,Q92366,0
P87215,O94556,0
P04910,O74988,0
P87306,Q9UUI1,0
Q10477,O14180,0
Q92358,P52890,0
O94326,Q9P7A0,0
P87174,O13688,0
O94581,O94609,0
O43071,Q9UTE6,0
O74518,O60129,0
Q01112,P78814,0
O74983,Q9Y709,0
Q09127,Q9UUC1,1
O94238,O13826,0
Q9HDX9,Q9HFE5,0
P41887,Q92358,0
P39964,P87126,1
P28748,P36582,0
O00102,P87173,0
O94687,Q9UUJ4,0
Q9USU3,O74985,0
P87231,Q9USL5,0
O74515,P87169,0
Q9USH1,P13681,0
O42978,Q92462,0
O14417,P79005,0
O13684,O94309,0
O94285,Q9Y818,0
O42667,Q9P7Q8,0
O43070,Q9UUJ4,0
O13712,Q9C0Z9,0
Q10429,Q10134,0
Q10316,O74399,0
O74747,Q10134,0
Q10317,O43114,0
P0CT70,O74747,0
O74515,O42844,0
O14339,O74184,0
O14198,Q9P7A0,0
P56287,Q09924,1
P40996,Q10103,0
O59680,O74433,1
Q10316,P39964,0
O74184,Q9Y7M4,0
O59702,O74536,0
Q9USV1,Q10477,0
P40995,P0CU09,0
O75001,P49731,1
O43114,O14327,0
Q9UT32,P78963,0
P26306,O94244,0
P56523,O13836,0
P33886,O94752,0
O94707,Q9UTE6,0
Q09154,Q9P7T4,0
Q10668,O74804,0
Q9UT52,Q9HFE5,0
P40380,O94542,0
O14339,P87323,0
Q10192,P42656,0
Q09823,Q09127,0
Q9P7R9,O94534,0
O36027,P50524,0
O42832,P36629,0
O13964,P13681,0
P32390,P08092,0
P40371,O74555,0
Q10343,P87169,0
P40371,Q09892,1
Q9UUB7,Q92462,0
O42954,P50528,1
Q53EK2,O74985,0
Q9Y7Z1,O94717,0
Q9HE05,O14064,0
O94376,Q9Y821,1
O14339,Q9URX6,1
O74804,P12000,0
O74986,Q9Y821,0
P79065,O94272,0
O94360,O74804,0
P87123,O14230,0
Q9UT32,Q9UUM2,0
O36023,Q9Y7M6,0
P41887,O36023,0
O60052,O94288,0
O74966,O94316,1
P0CT70,P10651,0
P78789,O74483,0
Q9UT86,P05734,0
O59836,Q09330,0
O59755,P79015,0
O13826,Q10317,0
O60104,Q10429,0
Q10108,P87245,0
O74518,O43036,0
O14350,Q6BDR8,0
P37382,Q10317,1
A6X980,Q9P7X1,0
P08647,Q09196,0
O42634,O42932,0
Q00619,O42846,0
O74790,O59751,0
Q9P782,O13877,0
P10506,P42656,0
O60104,Q10113,0
O94423,Q92462,0
Q10428,O42995,0
Q9USG6,O94707,0
O60129,Q10169,0
O59755,Q9USP9,0
Q9USR7,O94309,0
P27584,O94603,0
Q9US52,O36027,0
O13978,Q92352,0
Q09196,Q9Y7Z1,0
Q9USX3,Q9P7A0,0
P40996,Q10067,0
P04551,O74958,0
O94476,P0CF96,0
P36583,O13816,0
P36595,P87126,0
O59734,P50524,0
P32372,O74446,0
O13964,Q9USX8,0
O14140,P0CG72,1
O94450,P40384,0
P36618,P87245,0
Q09808,Q09154,0
P30261,P36625,0
P87314,O14241,0
Q09177,P40377,0
P0C5Y7,P87174,0
O59702,P21534,0
Q10056,O42709,0
O13828,O75011,0
P37382,P10506,0
P30261,O59734,0
O13339,O14021,0
Q09683,Q02088,0
O74958,O74653,0
O13985,O13681,0
O42978,Q9UTF6,0
O42995,Q9Y7Z1,0
P42656,O74398,0
P32434,O13988,0
Q09177,Q09116,0
Q9P3B2,Q9USY3,0
Q9USP9,O74517,0
Q9Y7U4,P41410,0
O74774,Q03392,0
Q9US52,Q9USV1,0
Q9UTK6,Q00619,0
P87238,P79010,0
O14010,O13370,0
P06652,P42656,1
P0C5Y7,O13816,0
O13836,Q53EK2,0
O74175,O59836,0
O13988,Q92366,0
P87174,Q12126,0
P36582,P36601,0
O42667,Q9USR7,0
Q9P6Q6,O14246,0
O74772,P07657,0
P78774,O13672,0
Q9USZ6,Q10271,0
O43070,P87306,0
P87169,Q6BDR8,0
Q09176,O14097,0
P41005,P17937,0
G2TRP5,O74653,0
Q9UT32,Q9HGQ3,0
P10815,O13685,0
