protein1,protein2,interaction
O48661,Q9SG91,0
Q56Y52,B9DGI8,0
P13114,F4JL28,0
Q9LHI0,O81275,0
Q39128,P29384,0
P53492,Q9FMF5,0
A0A384LFU6,Q8S4Q6,0
Q39057,P35631,0
Q9LHG0,O81826,0
Q9M0J5,P48007,0
Q8VYA5,Q96330,0
Q9FZA0,Q0WQN9,0
P60129,B4F7P5,0
Q8L5U0,Q42599,0
Q01667,Q9MBA2,0
Q9XIN0,P48349,0
A9LNK9,Q3E991,0
Q42202,O49545,0
P60497,Q8RWA2,0
O80642,Q9XGZ2,0
Q8RWL4,O49397,0
Q8GUP1,Q84VQ3,0
Q9C9T3,Q9SDS7,0
Q9SJF3,P0C896,0
Q9LKR3,P0DKJ7,0
O04173,Q9LZJ3,0
A0A384KWX6,Q38841,0
Q39081,Q8RWA2,0
Q6NKX5,O80719,0
P40940,Q9LQT8,0
Q39083,Q8L940,0
P62109,Q7X9H5,0
Q67XJ2,Q9SMP0,1
Q9SEL5,Q8S8I4,0
P56756,O81826,0
P62109,Q9LT31,0
Q9M9S4,P49598,0
Q9ZSY8,Q9SQK3,0
Q95749,Q9FIP9,0
Q9S7A3,Q42484,0
Q9FL03,Q38825,0
Q9SN10,Q9SHE8,0
Q56Y52,Q6XAT2,0
Q9FMA3,Q9LZ00,0
Q9FME4,O04567,0
Q9FKS5,O82811,0
Q9SEL5,Q9FNY0,0
P11574,Q9FVU9,0
Q8VYK4,P93306,0
Q8VZ65,Q2V3N5,0
Q9M2X3,O81223,0
Q6NLH0,Q9FK13,0
Q9SLH3,Q9SYQ8,0
Q9M3B8,Q42290,0
Q9LRN8,Q9S7M2,0
Q05609,Q38846,1
O23212,Q9T0I8,0
O82248,Q9FGP8,1
Q9M2X3,Q96330,0
Q9SKI2,Q9LYN2,0
Q9LTB8,Q9LHA8,0
A0A178WB24,Q84JP1,0
Q9SCL7,O82794,0
Q08467,Q9FGP8,0
Q38937,Q9SW07,0
Q8W420,Q8RXS1,0
Q9LSX9,B7ZWR6,0
P29388,Q9SIQ8,1
P56782,Q9SUT5,0
Q8LGE7,Q8RWA7,1
Q9SKN5,O49545,0
O24606,Q9FYE6,0
O04027,O65154,0
Q6LA42,Q9FNY2,0
F4JWS8,Q94JS0,1
Q9XI00,P59226,0
Q0WWE3,P42645,0
O64644,Q9SEE9,0
Q6XAT2,Q8W4D8,0
Q9FYL3,O22932,0
Q9SN51,O22456,0
Q84JG2,C0LGW6,0
Q9XF57,F4IED2,0
O64816,Q9S7N7,0
F4HVW0,Q9SUI6,0
Q9ZP59,Q9M2B4,0
Q8LAZ7,Q9ZUX4,0
A0A178V0F6,Q9XFB1,0
O04341,Q8GXA4,0
A6QRA1,Q9FHH5,0
Q9FRL5,Q8LCQ4,0
O48845,O82132,0
Q9SMX4,P0CJ48,0
Q93Z17,Q680Q4,0
Q8LD39,Q9LRH6,0
Q9LPR8,P41917,0
O49687,Q9C9E3,1
Q9FML4,Q9LFS4,0
C6KIE6,Q8VZU4,0
Q9LDI3,Q9LZJ3,0
Q501B2,Q56YJ8,0
Q9SII8,Q9SFD8,0
F4IPZ3,Q94BN2,0
Q9SR06,Q9LTJ6,0
F4HNU8,Q9XFH9,0
O65665,F4JN13,0
Q9FGI6,Q6NPQ1,0
Q8VYD2,P46014,0
Q9SCP9,O24606,0
Q39255,Q6NPQ1,1
Q9C9M7,Q9FLP6,0
Q94AQ8,Q8GUU3,0
O81275,Q9FLI3,0
Q9XIN0,O81127,0
Q4PSU4,Q9SX27,0
O80345,Q94ID6,0
Q5PNU3,O81836,0
Q39019,Q3E965,0
P43254,Q96288,1
Q9FZA0,P93313,0
Q9FFF1,C0Z2L5,0
P48348,Q9SWH4,0
Q147Q9,Q8H1G6,0
Q9LVI6,Q9FJ80,0
Q56YJ8,Q8L5W8,0
Q9C9Z5,Q9SN74,0
Q43125,Q38841,0
Q9FFK1,A0A384LA38,0
Q84MC7,Q9ZW21,1
A0A384KNJ4,Q9M1A8,0
Q9SRH6,Q9LVH5,0
Q9FLX7,P53492,0
Q9LTJ6,O80634,0
Q9LD83,Q8RXT5,0
Q9FML4,Q38819,0
P40940,Q9FUY2,0
Q38841,Q93YP0,0
Q06AN9,A0A178WF80,0
Q9SRR8,Q9STX3,0
Q8S307,Q84Y95,0
P93835,Q96330,0
Q9LJD7,P92533,0
Q9LF53,Q9FME4,0
Q9SHE8,Q9FKB5,0
Q0WPY0,Q8LCQ4,0
Q9FUY2,Q8VY21,0
Q07473,Q39088,0
Q9FHK0,Q93Z81,0
Q9FJH7,Q9FIJ2,0
F4JCI2,Q9LW29,0
Q6NKX3,Q9ZVR7,0
Q94KK7,Q9ZUU0,0
Q9SK33,Q9FF81,0
Q9FLV9,Q9M548,0
O23249,Q9FGI6,0
Q3S4A7,Q9ZNV9,1
Q06AN9,Q944L5,0
Q9S7W5,C0LGE0,0
Q9LVJ7,Q9SI15,0
P56769,Q9SYW8,1
Q38825,Q9LW29,1
Q8GZM7,P29384,0
P25856,Q9LEZ9,0
Q38824,Q94KK7,0
F4IXJ7,Q94KK7,0
Q9FKM7,Q9SHZ6,0
Q9SWG3,Q9LV35,0
Q4F883,Q9CAN4,0
Q9LZJ3,Q8W234,0
Q0IGM7,P56790,0
Q8LBL1,Q9SK33,0
Q8LAZ7,Q0WR66,0
Q940G3,Q8LAZ7,0
Q9CA75,C0LGW2,0
Q9SYZ9,Q8W2F3,0
Q8GXH5,Q9C5H9,0
Q9LKR3,Q9LVI6,0
P49598,Q38898,1
A0A384L363,Q8L940,0
F4JWS8,Q9ZU25,1
Q39255,Q9FZ32,1
O24410,Q9SZJ6,0
Q9SEU8,Q8LEM7,0
Q38897,O48916,0
Q9LXJ2,B9DGG1,0
P62095,Q9ZU90,0
Q39008,Q39024,1
Q501B2,P20649,0
Q95747,Q9SKN5,0
Q9FWR5,Q9SMN1,1
Q9FIW9,O04211,0
Q9C658,Q8RYC6,0
O81098,Q9SDS7,0
Q8GXH5,P33078,0
O49484,Q9STX3,1
B5RID3,Q9XIC7,0
A0A384KWX6,Q9FDX9,0
O03986,Q9M310,0
O04173,Q6GKU7,0
Q8H1B3,Q6NLF4,0
Q9LPZ1,Q9FMX2,0
A0A384LFU6,A0A178VXT0,0
Q9SNC6,Q9C639,0
C0LGN2,Q9FMD7,1
Q9C5V6,F4HNU8,0
Q39195,Q39253,0
Q93Z81,Q67XQ1,0
Q9FJW4,Q9FLM8,0
Q9LZI6,Q9SHE8,0
Q9SMP0,Q93Z17,0
Q9XF57,Q9FFF1,0
O81316,Q9C7I9,0
O24646,Q9ZU52,0
O23342,P49598,0
P55852,O04479,0
P46601,F4JCV6,0
Q93ZA0,Q84JU4,0
Q8LBP4,Q9M7Q3,0
Q8W575,A0A384KNJ4,0
Q93VT9,Q9LYN2,0
P47735,Q8LAS7,0
Q9S851,Q9LMT0,0
C0LGR9,Q9LKR3,0
F4JL28,Q9FYL3,0
Q9SIU2,Q9FME3,0
O48691,Q93Z17,1
Q9LFS4,Q9SK33,0
Q147N7,Q9SN68,0
Q9ZST4,Q9SID1,0
O04714,O49545,0
O24407,P33078,1
A8MR65,Q9SW27,0
Q38822,Q9LW29,1
Q39218,Q9FIC3,0
P48349,Q93VH6,1
B5TM93,Q96291,0
C0LGW2,Q8GX29,0
Q9LYC1,Q9ZPY5,0
Q9CAC5,Q700D2,0
P56782,Q9SG79,0
Q9FYK0,Q8LDU4,0
Q94F62,Q9SNC6,1
O82741,Q8L6Y4,0
Q9FGJ3,Q9ZSA2,0
Q9FYL3,F4KAN2,0
Q9C7I9,P56754,0
Q94IB8,B2GVM9,0
Q9LHF0,O23629,0
P49177,P0C7Q8,0
Q6NLV4,O49627,0
Q940G3,Q93YT1,0
Q9S7Y1,Q9LTS6,0
O04173,Q9SA56,0
Q9FYE6,Q9LQ95,0
Q95748,P48000,0
O82811,P93045,0
Q9SW80,Q9LPZ1,0
P42797,Q8S8E3,0
Q8LGF7,Q8W5S1,0
Q9FLB1,Q93YZ7,0
Q2V2S7,Q9FMY5,0
Q8W4J8,Q9LMA8,1
Q3EBL9,O81055,0
Q9LT31,P33077,0
Q38849,Q9SB64,0
P59169,Q9FYE6,0
C0LGS3,P92948,0
Q9ZVB5,Q9FIS1,0
Q9SAD4,Q8VY16,0
P94102,Q9ZUP3,0
Q9S7A3,P56777,0
Q38920,Q84LG2,0
A0A178VXT0,Q8LD39,0
P62100,P83755,1
Q9LU39,P62090,0
Q9XF67,Q56XM1,0
Q9XIW0,Q9M1K0,0
Q9FNN5,Q9SUI6,0
Q9LPZ1,F4IVV0,0
Q9LSI9,Q8S9I4,0
Q8VYA5,P53492,0
Q8S8I4,F4IED2,0
Q9FNZ4,P56755,0
Q9SN43,A9LNK9,0
Q9FRL5,Q9LQQ4,0
Q93YT1,Q9FHK0,0
Q9XFD1,Q9LXG5,0
Q93VT9,Q9LFS4,1
Q39102,Q9SYQ8,0
Q6NPF9,Q9SQT9,0
Q04996,P29388,0
O04211,Q8VZS6,0
Q9FMD5,Q9FVC1,0
P59169,Q01593,0
Q8GYJ3,Q42290,0
Q56YJ8,Q9C5H9,0
Q9S7H5,P56780,0
Q8L9A0,Q9SJ89,0
P49677,P60129,0
O64843,Q39101,0
P56778,Q9LNT9,0
Q8LGB6,Q9M1R4,0
Q9FIP9,P94102,0
Q8RWA2,P92978,0
Q9SUI6,P93654,0
Q9LZP8,Q8VZ79,0
Q0PCS3,Q9C758,0
Q9SV69,Q8L3X8,0
Q39233,Q05762,0
Q9LHG8,O22827,0
O49687,Q9C5K8,1
P17597,B5TM93,0
P48007,O65312,0
Q9FKZ4,F4IPZ3,0
Q9C658,Q9LYW3,0
P17597,Q9S763,0
Q9SIW1,Q501B2,0
O80396,Q38885,0
B9DGI8,Q9LZP8,1
Q9SKI3,Q9SYZ9,0
P29388,Q8W5B1,0
Q9FLR1,Q9AT76,0
Q9S7N7,Q94AG2,0
C0LGL9,Q9XF89,0
Q9FME3,Q9LZJ3,0
Q8L6Z4,Q8GXN6,0
Q9LHF0,Q944L5,0
Q9SV23,Q9M0U9,0
Q9LMK5,Q9SAR0,0
P56782,Q9LZP9,0
F4HPB7,Q9ZST4,0
P27521,Q8VYK7,0
O22775,Q8S9I4,0
Q9SN51,Q8W5S1,0
Q8LDU4,P54609,0
O82798,Q9FZE4,0
Q95747,Q9C4Z7,0
Q38837,Q9LXD8,0
Q9FMD5,F4JCV6,0
O81445,Q6R0H1,0
Q940H6,P35631,0
Q9SB51,Q8GY55,0
O23160,O22769,0
Q8VY74,Q94B60,0
Q9S7H5,O82197,0
Q9FUD3,Q9M9S0,0
Q0IGM7,Q9XII1,0
Q9LX49,Q38937,0
Q9SN68,Q9MBA2,0
Q38828,P28148,0
Q9LQW3,C0LGR9,0
Q8RWC9,F4KIX0,0
O04603,P56779,0
Q8LD39,Q8VWF1,0
P56790,Q9ZWS7,0
Q38831,Q42404,0
Q8W4J8,Q9LVI4,1
Q9FTA2,Q9SMX4,0
Q8LEM7,Q9SN43,1
Q9FG24,Q6DBA5,0
Q9LUL4,F4JD33,0
O81826,Q8GYE4,0
Q9SCY3,Q96321,0
Q9ZNT0,Q9FIC3,0
Q9LMK5,P41151,0
Q4PSE3,Q9FYC2,0
Q1JPP0,Q9FLB1,0
Q9SEZ7,Q56YJ8,0
Q9FYK0,O04719,0
Q43725,Q8LBP6,0
Q8VZS8,F4JWS8,0
P42753,Q8W4I5,0
Q6GKU7,Q9SMP0,0
P53492,Q8LAZ7,0
A9LNK9,Q8W464,0
Q9XFD1,A0A384KWX6,0
Q9LVG4,Q9FHW2,0
Q04614,Q8VZ65,1
O22059,Q9CAD0,1
Q9C5X3,Q67Z93,0
Q8GYJ3,P93654,0
Q94K78,Q95747,0
Q9LVQ7,O04211,0
O22229,Q9XIC7,0
Q7XJ98,Q9LDE3,0
Q84JU4,Q42484,0
Q9FFK1,O82741,0
Q8VY21,A0A178WF80,0
Q2V452,Q9FK13,0
Q1EC66,Q9LZV6,0
Q9LHG8,Q9C9L2,0
P49598,O24629,0
Q93ZA0,P93831,0
P45432,P34791,0
Q84R27,Q8VZC9,0
Q39025,O23342,0
P43291,Q9C9W9,1
Q9M9S0,P62100,0
Q8LCG7,Q8LFJ6,0
Q9SR96,O23212,0
O80842,Q9FJW5,0
Q9SN73,Q9LUJ9,0
Q2V2S7,Q37165,1
Q37165,Q9FFS0,0
O24456,P29388,0
Q8L7K4,Q9LEZ3,0
Q39192,P49599,0
Q9SYZ9,Q96318,0
Q8GUP3,Q9C5V6,0
O04173,Q93ZM9,0
Q9S851,O22607,0
P93306,Q9SZ15,0
Q9C5V6,Q9LV27,0
Q9LP46,Q9FIC3,0
Q8LAW2,B9DGI8,0
Q9LIC6,Q9SRS9,0
Q8L5W8,Q9LFT8,0
Q94A06,Q8S8A0,0
Q7FZF1,Q9XF67,0
Q9FNN5,F4HRV8,0
Q96321,Q9LE82,0
Q9LMX5,P59259,0
Q38831,Q43725,0
P29388,Q8GUU3,0
P92937,Q9C9U2,0
Q9FYC2,Q9SKN5,0
A0A178W1I8,P55034,0
Q8L4B2,Q9FGJ3,1
A2RVQ5,Q9M3B8,0
O22775,Q9LZJ3,1
Q93ZM9,Q9LMA8,1
Q8L6Z4,Q9LYW3,0
Q9XIC7,Q8VZ91,0
Q8RWZ1,P56777,0
Q9ZVR7,Q42404,0
Q9ZSD4,Q8VYK7,0
Q0V7X4,Q9M1K0,1
P55034,Q9C9W9,0
Q9SEL6,Q9S7M0,0
Q6NPE9,O80345,0
Q9LZP9,Q9LZI6,0
Q24JJ3,Q9SAH7,0
Q6ID77,Q6IDB8,0
Q9SEU8,Q9FKW6,0
Q9FPQ8,Q6DUW9,0
Q8LF80,O22229,0
C0LGN2,O24646,0
Q9T031,Q8VZT8,0
Q9FIS1,Q9SAD4,0
Q9ZSA2,Q39096,0
Q9M9G6,O03986,0
Q8RYD9,Q94F39,0
Q9ZWS9,Q42202,0
O80340,Q9LSI4,1
P18064,Q9FGS5,0
Q6NPE9,Q9SL93,0
Q9AT76,P56769,0
A6QRA1,Q3EBZ2,0
Q96287,A0A178WF80,0
Q9ASS6,Q9SK53,0
Q9ZQ85,Q9FDX9,0
Q42202,P33077,0
O23342,Q38885,1
O81826,P27521,0
Q9AR19,Q8LEU3,0
P56780,Q9SDS7,0
Q84JU4,Q9FUD3,0
Q8H156,Q9LDE3,0
Q9XII1,Q9C6B3,0
O80396,Q39022,1
Q6NPF9,O04567,0
Q38819,O81127,0
Q9S736,Q9M0K4,0
Q940X7,O81242,0
Q9FNZ4,Q941L2,0
P47998,Q9FJ50,0
B5RID3,Q8VYB1,0
Q9M9M6,Q9S7Q7,0
Q9SQT9,F4IG85,0
A2RVQ5,Q9CAD0,0
Q8H1B3,Q9SU30,0
F4HVW0,F4HXZ1,0
Q941L2,Q9SJH0,0
O24409,Q38828,1
P56756,Q8L746,0
Q9FYC2,Q8S307,0
Q9LKF9,Q9C9Y8,0
Q8L940,A0A178WB24,0
Q8L3X8,Q8L736,0
O04492,Q9SUR3,0
Q9C9M7,Q9SY97,0
Q9FGY4,Q9FML4,0
Q01593,Q9FHH5,0
O80634,Q38874,0
O65665,F4IVV0,0
O04714,Q9FWY7,0
P42774,P25856,0
Q9SEE9,Q9LM46,0
Q8VZU4,Q4F883,0
Q9LVM2,Q93ZM9,0
O04425,Q9XFH4,0
O82741,O48845,0
Q9C9V9,Q9SJN0,0
Q9C5H9,Q9SN86,0
Q9LTB8,Q93V47,0
Q84JP1,Q8L4B2,1
Q8W104,A0A384L363,0
P56767,Q9SQU1,0
Q8LF80,Q42404,0
Q944I5,O22938,0
Q9LYW3,O80719,0
Q9SVL0,Q8LAD7,0
P46601,Q9XFH4,0
Q94K78,Q9LSX9,0
P56780,Q9LZJ3,0
P42774,Q8RWA7,0
Q39027,P55737,0
Q8GYN5,Q9LW29,0
Q38869,P42792,0
Q42525,Q9S7U9,0
O82811,Q9S752,0
Q8GZA8,Q2V452,0
Q9LQQ4,P49677,0
Q9ZWS9,Q9XI47,0
Q8RXG3,O65154,0
Q9LT47,Q9ZVB5,0
Q2V2S7,Q94F28,0
P54609,Q9LX33,0
A0A178VZI4,O81126,0
Q8W4P1,Q39010,0
Q9S9N6,F4IG85,0
Q9LTW5,O80397,0
O23144,Q9FGK0,0
Q8LBM2,Q9LMA8,1
Q9SN12,Q1EC66,0
P27323,Q9SE33,1
Q9SYQ8,Q9M1Z5,0
Q9XII1,Q940B8,0
Q9C658,Q39140,0
B9DHH7,Q9S7P9,0
A2RVQ5,Q9SW07,0
Q9XEE8,C0LGD9,0
Q9C9A5,Q6NLH0,0
Q9LVI6,Q8LBP6,0
Q9LDU5,O48916,0
Q9FGJ3,Q9C9U2,0
Q9FJW5,Q8LAS7,0
Q9SUI6,Q945M9,0
P92558,Q8RWA7,1
P93024,Q38831,1
P42774,Q9SMX4,0
Q39019,F4K460,0
P56778,Q9ZVR7,0
Q9XIC7,O80800,0
Q39011,Q8S307,1
Q94JY4,Q24JJ3,0
Q9FGX2,Q8GXE2,0
Q08467,Q3EAV6,0
Q6IDB8,Q8W5S1,0
Q9SG91,Q96305,0
Q8LGB6,Q39142,0
O80396,Q8LEU3,0
Q38912,Q2HIJ6,0
Q38825,Q94AH6,1
Q38840,P51102,0
Q9SYG4,Q9SUR3,0
P46600,Q42599,0
Q9LSF1,O64687,0
F4JCI2,P92958,0
Q95695,Q9SCY3,1
O04173,Q9FKK2,0
Q9SXZ2,Q96305,0
B9DHH7,Q9M2Z5,0
Q9C639,B4F7R9,0
Q93Y00,O80842,0
P56769,P17839,0
Q04614,Q9FIX5,0
Q84Y95,P49598,0
Q9SD44,Q3E8L0,0
Q9LVA9,Q9SW27,0
Q9FIU5,P55034,0
Q9FNY3,P20649,0
O24646,O22315,0
Q94AL6,Q9SK33,0
P92964,P48000,0
Q42545,Q93V43,0
Q9C5X0,Q94BN2,0
Q8L9Y3,Q0V7X4,0
Q9FYL3,Q8LGE3,0
Q4PSU4,Q05753,0
F4HZR4,Q38819,0
Q6NLV4,O48528,0
Q38849,Q94KK7,0
A0A384KBE6,Q9SA56,0
Q944L3,Q56YJ8,0
Q58G47,Q38912,0
Q9SJT1,Q38854,0
Q9M0E0,Q8VWF1,0
Q9FG24,Q9LN63,0
P93306,Q9M9M9,1
Q9C5S9,Q58G47,0
Q38937,Q9LV40,1
P62109,Q0WR66,0
Q9SJF3,O64903,0
A0A5S9T5N7,Q01667,0
F4JD33,O49484,1
Q39204,Q93ZM9,1
Q9LVM2,Q9S829,1
Q94AL6,O81821,0
Q8H0U5,O48538,0
Q38825,Q8LAL2,1
Q8LA53,Q8GYN5,0
Q9FMD5,Q9ZTW3,0
Q9M2B4,Q9ZPX2,0
Q67Y93,Q9S831,0
Q8LPR9,Q9ZVB5,0
O22152,Q96291,0
Q9FIS1,Q9C518,0
P49677,Q38829,1
Q9FJ80,Q95748,0
Q9M1J2,Q38906,0
O22315,Q8W4S5,0
Q2V2S7,Q8GZA8,0
O22775,Q38819,0
Q8GV05,Q84Y95,0
Q9C5X0,Q9SEE9,0
Q9FGJ3,O04714,0
Q94AQ8,Q39021,0
P47735,Q94AG2,1
O64645,O81836,0
Q9SEE9,Q9ZST4,0
P56779,Q9C9Y8,0
A0A178UTW7,Q9ZU94,1
P41151,Q1G3G5,0
Q9ASZ1,O22775,0
Q9ZVQ6,Q9SCP9,0
Q9LE59,Q9FMY5,0
P29388,Q9FGK0,1
O04027,Q9FMV5,1
A9LNK9,P29385,0
Q38825,Q9S7Y1,0
P18064,O80366,0
Q42525,Q39023,0
P94102,F4JD33,0
Q9M2X3,Q9LIE5,0
Q9XIC7,Q9LEX0,0
Q8GZM7,Q8W595,0
A0A178UUW8,Q9C5W9,0
Q42551,Q9LEU7,0
P92960,Q6NPF9,0
O22971,O81069,0
Q04996,Q39009,0
Q9LNT9,Q9ZPE4,1
P29385,Q9FZ32,0
Q8VY64,C0LGS3,0
F4IXJ7,Q94JM3,0
Q9SKK0,Q9SY65,1
Q9LML3,Q2V3N5,0
Q42545,Q7FZF1,0
P42736,Q9LQT8,1
Q6DUW9,P94102,0
Q9LMX5,Q6GKU7,0
C0LGL4,Q9LVM2,0
Q9C9M7,Q944L3,0
B5TM92,Q9SI38,0
Q8L9A0,Q9ZPE4,0
O80931,Q9CA89,0
Q9ZU25,Q8GY55,0
O80837,Q2V3I3,0
O82481,O49397,0
P25697,Q9FIF5,0
Q56Y52,Q9FHW7,0
Q8LBM2,Q4VP08,0
Q39101,Q9FGJ3,0
Q8VZS8,P56777,0
Q9LZW4,P59226,0
Q9SRZ6,O23249,0
O65685,Q9ZPX2,0
Q9SIU2,Q4F883,0
O22059,Q9FMA3,0
A0A654EZG3,Q9XFB1,0
Q39081,Q944A6,0
P04778,Q5S1W2,0
Q42484,Q9SMN1,0
Q9M8T0,Q9LEX0,0
Q9ZVQ6,Q38836,0
Q8GX77,Q9LML3,0
Q940G6,Q9SVY5,0
P56753,F4JXF1,0
Q38846,Q9FXT6,0
O23310,Q4PSE2,1
Q9LQQ9,Q501B2,0
Q8L6Y4,B9DHH7,0
Q9FYE6,Q9SQU1,0
P46640,Q8LGE3,0
Q946Y7,Q9SCP9,0
P93313,Q9FL03,0
Q84R27,Q9FMD5,0
O80800,Q8VYD2,0
Q9ZUU0,P0C896,0
Q9SU72,Q9LEU7,0
P0C896,P11574,0
O65154,Q9ZVB5,0
O82248,Q8L4B2,1
O80800,O49686,0
A0A7G2E9B1,P56761,1
Q9FHW7,Q9LND7,1
Q9FJH7,O23342,0
Q42577,Q9M9M9,1
P56768,O65359,0
P46601,C0LGN2,0
Q9LMA8,Q9LVI4,1
Q9CA59,Q9ZVR7,0
Q9LX49,Q8RWC9,0
Q5XXG9,Q7XA68,0
Q9SEU8,Q7XJ98,0
Q9FFF1,O81223,0
Q1PE48,P93026,0
Q96299,F4JCI2,0
Q9FDX9,P59169,0
Q9SSD1,O80871,0
C0LGE0,Q941L3,0
Q9SQK3,Q147N7,0
Q8VY64,Q9LJY0,0
Q0WWQ1,Q5BPS3,0
Q8L6Y4,Q9C5X0,0
O81127,Q9ZVB5,0
O81313,P62100,0
Q9ASS4,Q4VP08,0
P93024,Q38828,1
P42753,Q9SUI4,0
Q9M548,Q9LVJ7,0
P31170,Q39083,0
P93024,Q8RYC6,1
Q9ZPY5,A0A178UUW8,0
Q93V47,Q945M1,0
O80340,A8MSB8,0
O22456,Q39008,0
Q570C0,Q945M1,0
P0CJ47,Q9STX3,0
Q8GY61,Q9LD28,0
Q8LAS7,Q6NQ79,0
Q9FRL5,Q9LHF0,1
Q38824,P93835,0
Q9FFY6,Q9FXT6,0
Q9ASS6,Q8L7K4,0
Q9LZI6,Q9C5V6,0
Q9LXG0,Q8L7C9,0
P49598,Q9FMD7,0
Q9SZE4,Q9LMA8,0
Q9SKX1,F4HW90,0
Q38874,Q8W595,0
C0LGL9,B7ZWR6,0
Q9LES3,Q9FGJ3,0
Q6R0H1,Q38906,0
O04017,O04341,0
P46601,Q9SQX9,0
O82804,Q9LMK5,0
Q94K14,Q9FGZ5,0
Q0WNP7,Q38874,0
Q9LHI0,Q6NPT8,0
Q8LAS7,Q9T0I8,1
Q9SMR4,Q38898,0
Q9ZSM8,F4KAN2,0
O80340,Q8W234,0
Q9SII8,Q9LHA8,0
P46604,Q9SN73,0
Q9C6B3,Q9S745,0
P62090,Q8VZ91,0
Q8LBL1,Q9FKZ4,0
Q9CA75,O80365,0
Q9LUJ9,O81836,0
Q9SFD5,Q9SU30,0
Q9FLP9,P93024,0
O82811,Q8LDU4,0
P46601,Q42599,0
A8MR65,A0A654EFC9,0
Q9FV70,Q9M8Y4,0
Q6F6B5,Q9C5X3,0
P27521,P41917,0
Q9SB64,P49177,0
Q8LDK5,O81058,0
Q9FIC3,Q42404,0
Q9M8Y4,Q9FJW5,0
Q9STX3,Q9SU24,0
P92937,Q9LVK3,0
Q5PNU3,Q39009,0
P0DKJ7,Q9FMF5,0
Q9SJ89,Q8LBL1,0
Q9LQ95,P53665,0
Q9ASS4,B9DGI8,0
Q9LVG4,Q8LDK5,0
O22265,Q9FLP6,0
Q8L5W8,P56761,0
Q9LS00,Q0WPF2,0
Q38832,Q8LAL2,1
Q9SNC6,F4HNU8,0
Q9SUA3,Q0WPF2,0
B5TM94,O05000,1
Q8LC53,P93306,0
Q9SCY3,Q0WPY0,0
Q42588,Q84Y95,0
O82239,Q8W234,0
Q9ZSM8,Q9FJW5,0
Q9SE43,Q9ZVI7,0
Q39204,P31170,0
Q9LFD5,Q9FE22,0
Q9LVI4,Q9FYF8,0
P53665,Q9C5R8,0
P0DKJ7,Q39008,0
F4I522,Q0V7X4,0
O48528,Q9SIQ8,1
Q8RWL4,Q9SZJ6,0
A0A384L363,Q9LE82,0
Q9LFS4,Q9C9L0,0
Q4PSE3,B9DGC9,0
Q8S8I2,P29388,0
P93306,Q9SFD5,0
Q8RXN4,Q3EAV6,0
Q9LHI0,F4K5K1,0
Q9SJ89,Q9M7X9,0
Q9ZPH2,Q2V3I3,0
Q9M9M9,Q39163,0
Q9FRH7,Q9C952,0
O48528,Q9SG91,1
Q6DBA5,Q94C40,0
A0A654EFC9,P25697,0
Q24JJ3,Q9FMF5,0
Q93VD3,O22775,0
O81057,O81126,0
Q8GXW6,Q8GXE2,0
Q9ATB4,Q8H174,0
Q9LJ64,Q9SN73,0
Q9C639,Q9SIW2,0
O22775,O49484,0
Q9ZVQ6,P47998,0
Q9FGM1,Q9C6B3,0
Q84Y95,Q9SKT0,0
P56754,Q8GYE4,0
Q8W575,Q9XFD1,0
Q9MAM1,P92964,0
Q9LQW3,Q9FMF5,0
Q9ZTX9,Q9FGS5,0
Q39096,Q9SID1,0
Q8H174,P93306,0
O81836,Q9MAH8,1
Q05753,Q93V43,0
P61839,Q9LFS4,0
Q95695,Q9LJ64,0
Q9ZVD0,Q0WPF2,0
F4J8B6,Q6IDB8,0
Q9FG89,Q9M7Q2,0
B9DFZ7,Q9SMP0,0
Q94F28,P55034,0
Q9CAR4,Q9S7W5,1
O22467,Q9LUS6,0
Q39193,Q9CAJ0,1
P42731,O24629,0
Q0WWQ5,Q8W5B1,0
Q9C4Z7,O81836,0
O04425,P51102,0
Q9T031,Q94K07,0
Q39211,Q93VD3,0
O80366,Q8VWK4,0
Q9SV55,Q8H1F2,0
P53492,O22921,0
O22714,O22827,0
A0A178UTW7,Q9ZVC9,0
Q9SE33,Q9SN22,0
P42736,Q9LMK7,0
Q93Z00,Q9C518,1
Q42525,Q9M1U4,0
F4I0K2,P56768,0
A0A384LA38,Q9FLF3,0
Q9SJ89,Q9LUL4,0
Q9LZP8,F4J8B6,0
Q9LJB7,Q95749,0
Q96524,Q39183,0
P35131,Q8GXA4,0
Q9SII8,P42645,0
Q8LEM4,O64511,0
Q9LT31,Q39027,0
Q38831,Q94IB8,0
Q9FGJ3,Q42202,0
C0LGL9,Q8L8A5,0
Q9SXZ2,Q9LUL4,0
C0LGS3,P34791,0
Q9FNY0,Q9C562,0
P59169,O22938,0
Q9FJF4,Q0WNP7,0
Q9FJA2,Q9SJ89,0
Q9SKG5,Q8LEA8,0
Q39218,F4K460,0
B4F7R9,O22265,0
Q8LAL2,Q8LC53,0
O82794,Q38876,1
Q9SID1,Q9XF57,0
Q9FGM1,Q96291,0
Q93ZA0,P35132,0
Q8W5S1,Q39211,0
B5TM93,Q39019,0
P43273,Q9SGP6,1
Q96524,P21276,0
Q9FKP8,Q94BN2,0
Q93YT1,Q9LW29,0
C0LGW6,Q38898,0
P17597,Q8L7C9,0
Q9S7Y1,Q9XIN0,1
Q9C518,Q9LT89,1
Q9M8Y4,P0CJ47,0
Q9XFB1,Q9LQQ4,0
