protein1,protein2,interaction
P08645,Q9VKV4,0
A0A0B4LHU7,Q01068,0
Q9Y0H4,D5SHR0,0
Q9VN06,Q9VTZ1,0
P16376,P49847,0
Q7K3V6,Q9VND8,0
Q9VMJ4,Q9VMH2,0
Q9VAF2,P91664,0
Q8IQ92,Q9VXX8,0
P55035,Q24139,0
Q7KA43,O77260,0
O97418,O76878,0
A1Z6E0,P09052,1
P08044,Q8IPW2,0
Q9VFB9,O96989,0
P46150,Q9VIT3,0
P36188,Q7KN94,0
Q24297,Q8SY34,0
Q7JWS8,Q9VHA9,0
Q9VWZ1,M9PHI7,0
O44226,Q962S2,0
A1A6X4,E1JJI1,0
B6VQA1,Q9VVH8,0
P50536,E1NZB4,0
Q24338,C5WLN8,0
B6VQA1,Q59DX6,0
Q24570,Q9W3X7,0
P18824,P23128,0
A1ZAK9,P17133,1
Q8SXU3,Q27324,0
Q9VND8,Q9VYX4,0
Q8IH18,Q9Y106,0
C7DZL9,Q9W380,1
Q9U1K1,P54359,0
Q9VB22,Q9VPH8,0
P50536,Q9VJC7,0
Q9VVY4,Q9XZT6,1
Q9VVW2,P05205,0
Q7JWS8,P55828,0
P81900,B7Z0R7,0
Q9VG38,Q9W483,0
Q9VS34,Q9VQS4,0
Q9VZV5,P03896,0
Q9VJD4,Q7K159,0
Q9VEV9,Q9VH69,0
P18488,P29555,1
Q24562,Q9W0I6,0
B6VQA1,Q9Y1B2,0
P04359,Q9V9W3,1
B6VQA0,Q24533,0
A1Z9X0,Q9Y0H4,0
Q9VAT0,Q9VPK4,0
Q24139,Q9VTC2,0
Q9VX37,Q9VAF3,0
Q9VRK9,X2J8N3,0
A0A0B4JD33,P54611,0
Q8T414,P50887,0
Q95TJ9,Q9VV74,0
P18929,Q9VG96,0
Q9VMH2,Q9V3C7,0
Q24318,Q960D3,0
P23023,Q9XZS4,0
Q9VA91,Q9VBU9,1
Q27889,Q06559,0
P52486,P46223,0
X2J8N3,Q9W2H9,0
Q9Y106,Q9VJQ5,0
P14785,Q9VQA2,0
Q7KJ69,A1Z9X0,0
O97111,Q23985,0
Q9VJ33,Q24276,0
Q86P80,Q27889,0
O61722,Q9VWZ1,0
Q9VP78,Q9VUF3,0
Q9V3G1,Q9VMU4,1
Q8SYC1,Q9W334,0
O61722,A1ZAS3,0
Q8SYC1,Q9VVJ6,0
Q7K3V6,Q7K2L1,0
O02002,Q9VTE5,0
Q45VV3,P18489,0
O44437,Q9XZS4,0
P55841,Q08012,0
Q0E8N2,Q9V428,0
Q9V461,Q9VB22,0
P49071,P52486,0
Q9W0Q5,Q8T4F7,0
Q9VVT5,Q9VH69,0
Q8IPW3,Q9VS01,1
Q9VM46,Q9V6B9,0
P54367,A0A0B4LHU7,0
O77430,P17210,0
A1ZAZ6,Q9U1K1,0
Q05201,P03896,0
C7DZL4,Q9W1U6,0
Q9VDE3,Q7JXA8,0
Q95RJ9,X2J8N3,0
P48149,Q03334,1
Q9VCZ8,Q8SYK5,0
Q01071,Q9VMV7,0
Q9VMJ4,Q9VTU2,0
P12881,R9PY49,0
Q9V3K3,Q9VH07,1
Q9V3L7,Q9VQR2,1
Q95SG9,Q9W2R4,0
P53034,Q9VD72,0
Q9V8I2,P18488,0
P54733,Q9VC66,0
Q7K4B4,Q9VW58,0
Q8SXU3,P06754,0
Q9VJE4,A8JR10,0
Q9V9W3,Q9VSJ8,0
P22812,Q7JVI3,0
Q9VJY9,Q9XZ31,0
Q9V345,Q9U8R4,0
Q9W5R8,Q7KMP8,0
P38979,Q24572,0
Q9VWA6,Q9U6B8,0
Q27272,Q960Q9,0
Q8I7C3,Q9VS59,0
Q9VUI0,P20240,0
Q9VA51,O01382,0
Q24133,Q9VJZ6,0
Q9VSY9,Q9VU85,0
Q9U1H9,Q05825,0
Q9VS05,Q8I7C3,0
Q24008,Q9VM81,0
Q9VTZ7,Q23983,0
O76927,P31009,1
O96989,O02002,0
Q9VST2,P25158,0
P02572,P02574,1
P47948,Q9V428,0
Q9VHG6,Q9VSJ8,0
Q9W1A3,Q9VQS4,0
Q9VHE3,Q9VYX7,0
P11147,Q9VTW6,0
P30052,O18640,0
Q9XZH6,P16241,0
P05709,Q9VIT3,0
Q9W0S8,Q9VVU2,0
P29673,Q23983,0
E1NZB4,D2NUE8,0
Q4V5A7,Q9VKK9,0
P10734,Q9VIZ0,0
Q9VEX9,M9PBY4,0
Q9VF04,Q9VF10,0
Q8SX32,Q9VMH2,0
Q9VKI2,Q9V3H8,0
Q9VTZ1,O96989,0
A1ZAK9,Q9VMN9,0
P11147,Q9VQY9,0
P48462,Q7KM04,0
P49906,Q95TS5,0
P41093,Q8T965,0
C0HKA0,Q24186,1
O97183,Q9V3C7,0
I0B1P6,P49630,0
Q9VKW8,Q24168,0
P83094,P91664,0
M9PF17,P10084,0
Q27272,P18934,0
Q9W237,Q9VAT0,0
Q9VBI0,Q9W4R3,0
Q9VLU0,Q9VCS1,0
Q24475,P25867,0
Q8T0S6,Q9VTW3,0
Q0E8K5,Q9VS59,0
A1ZB42,O97111,0
P56544,O61231,0
P16371,Q01071,1
O44226,Q01842,0
Q9VLV5,Q9U1H9,0
P07909,Q9VXX0,1
Q9V3Z1,P25867,0
P05709,Q9VJE4,0
Q9VBY7,Q9VFB9,0
Q8MS69,P40793,0
Q9VQF9,Q9V3V9,0
Q9W2E8,P00528,0
P15330,Q9W2K3,0
Q7KN62,P23758,0
Q9W1E5,Q7JX41,0
Q9VW53,Q7KJ69,0
Q9VBH7,Q9W2P0,0
Q9VMN6,Q9VTM2,0
P25843,Q8IQ92,0
Q06559,P09052,0
Q9VR65,P18289,0
Q24040,Q9V345,0
O61722,P40793,0
P25991,Q9VE52,1
Q9VPT8,Q9VKM1,0
P49258,Q9VZ01,0
Q9VGY3,Q9V6Q2,0
Q9VVY4,P52304,0
Q9VVJ6,C5WLN8,0
P20227,Q9VQA6,0
Q7KSP5,Q9XZ58,0
Q9VB23,Q9VLU0,0
P34021,Q9W1Y1,0
B7YZF0,Q9VFE9,0
Q9VLT7,P18933,0
P50534,Q9VX24,0
P05205,Q9VGY3,0
O46037,Q966T5,1
Q9W148,Q24423,0
Q8INQ9,Q8IQ53,0
Q7KUL3,Q95TS5,0
Q9VBP9,A1ZBY3,0
P41093,P55841,1
P48588,Q9VBP9,0
P22464,P17704,0
Q9VTB4,A8JUS8,0
Q9VJI9,P46222,0
P18431,M9PBY4,0
Q8IML3,P47825,0
B6VQA1,Q7JVI3,0
P08175,E1JJI1,0
Q9VUR1,Q9VHG6,0
Q9VTW6,Q8T0G4,0
Q9VA32,O97420,0
Q9VS36,Q26366,0
Q01070,Q7K4B4,0
P14003,Q9VPD2,0
B6VQA1,P18931,0
Q9VUR3,Q8SXU3,0
Q9W0I6,A1ZAH8,0
Q95TN8,P82804,0
Q9VQY9,Q9W236,0
Q9VX24,P13008,0
P48588,Q9VM64,0
Q27415,Q9VLU0,0
Q9VXP1,P39018,0
P48461,Q9VGW6,0
Q9W1K4,P55935,0
Q9VS38,Q24475,0
P52304,Q24547,0
O16810,Q24168,1
Q9W0F8,Q9W115,0
P02283,Q8T414,0
O01382,O02002,1
P06602,P16568,0
Q7JVI3,Q94513,0
O18333,P46222,0
Q9VUY2,Q9VUX7,0
Q9V3S6,Q9VVH6,0
P0CG69,P23128,0
X2JDF3,Q7K738,0
Q32UW5,P29310,0
Q8I8V0,Q9VM64,0
M9PHI7,Q59DZ4,0
A0A0B4KGY6,Q9VZS5,0
Q27350,Q24133,0
Q8IMM9,Q9W4B3,0
Q8MRQ1,Q9VZU2,0
P40792,P09052,0
P23128,P48598,1
Q9VPH8,Q9VK46,0
Q8INQ9,Q9V428,1
Q9XTN4,P82804,0
Q9VU85,P25867,0
P23128,Q6NN40,0
Q9VVI3,Q7JZB4,0
Q8T0G4,P09081,0
P13098,P16371,1
Q9VVX0,Q7K4N3,0
P18933,Q9VPE2,1
Q95SG9,Q9VFE9,0
Q7KUD5,Q24040,0
Q9W074,P91664,0
Q9W2P5,O77430,0
Q9VWA1,P25867,0
Q9VNE4,Q94511,0
Q9VZF5,Q24547,0
Q9VCZ8,Q9VVT5,0
X2J8N3,Q9VAP2,0
Q94535,Q9VZS5,0
O02193,Q95TJ9,0
C0HKA0,P46867,0
O97418,Q9VA91,0
Q9VB23,P22769,0
P48612,Q9V9M7,0
Q9VTM0,Q9VLK1,0
Q9VUR3,Q9VHB6,0
Q6NN40,Q9VKV4,0
Q9VXS3,Q7KSP5,0
P25008,Q9VEF0,0
Q9VLT7,A1ZB42,0
P54359,A1Z933,0
Q9VL21,Q9W0F8,0
Q95RV3,P02836,0
B6VQA1,Q9W4B3,0
Q9W358,E1JJE8,0
Q9VJ12,P34021,0
P08645,P82804,0
P08182,Q9VK43,0
Q9VHE3,Q7JNL9,0
P56721,P08510,0
Q9VF10,Q9VJ83,0
E1NZB4,Q05547,0
Q8IHA6,Q9W0A8,0
Q9VSY8,Q9VBC5,0
P54733,Q9VAF3,0
Q9XZ57,Q9W2P0,0
Q24338,E1JH43,0
P50536,Q9VNB5,0
O16810,Q9VDD1,0
Q9I7L4,Q9VWZ1,0
Q9W542,Q9VCY3,0
Q7K304,Q9XZH6,0
P02283,Q8MUJ1,0
Q9VJD4,O96989,0
A8JUS8,Q8INB9,0
Q24154,P25991,0
Q9VIP1,P10987,0
Q95TJ9,E1JGN7,0
Q7KUZ5,P49071,0
A1Z9E2,Q9VF04,1
Q9W358,P18489,0
Q9VL93,P48461,0
P91929,Q94519,1
Q9VBU9,Q9VMU0,0
Q9VEX5,Q9VT76,0
X2J8N3,Q9VHV8,0
O97420,Q9W0I6,0
Q9V3H8,Q95RV3,0
Q9VWZ1,Q24134,0
Q9XYU1,P25991,0
Q8SY34,Q24186,0
P10083,Q9VQF9,0
P07548,Q7JZB4,0
Q9VTW3,O97183,0
P07548,Q9W3N7,0
Q8I7C3,P34021,0
P34021,P81909,0
Q9VPE2,Q9VQD7,1
A0A0B4KGY6,E1JGN7,1
A1Z8I0,Q24562,0
Q9VFL4,A8JNK7,0
Q9W481,P48612,0
Q9W2K0,Q9VHB6,0
Q9VN50,P52168,0
Q8IH18,O77430,0
Q9VSN0,Q9VYG2,0
Q9VZ01,Q9VQI4,0
Q9V9J3,P04197,0
P49258,Q9VEQ1,0
Q9VTU2,O96863,0
Q9VPY0,Q24171,0
Q9VGR1,Q9W3Q0,1
Q9VJZ4,Q9VPD2,0
Q9W2E8,Q9Y0Z9,0
Q9VF27,Q9VHM5,0
Q8MS69,Q26366,0
Q9VM64,O76927,0
Q27415,P15357,0
Q02936,Q27934,0
Q24572,O46339,0
Q9VIF5,Q7K304,0
C6SV45,P40792,0
P11420,P13098,1
Q9W2P5,Q9W3E7,0
Q9VJQ5,P41092,0
Q9VWE8,Q9Y106,0
Q9VJM2,Q9VPU9,0
P29829,Q05825,0
C0MJ66,P09052,0
M9PF17,Q9W4R3,1
P08182,Q9VS55,0
Q9VM76,P52656,0
Q9VC66,O44226,0
Q9W2K3,Q9VYX7,0
Q9Y0H4,Q9VW58,0
P02574,Q9W1A3,0
Q9VF10,P16914,0
Q9VQA2,Q7KTX7,0
Q24040,Q7JXB9,0
P48461,Q9W3Q0,0
Q9VVJ6,P29503,0
P40792,Q7K159,0
Q9VSY9,Q9VN06,0
Q9V345,Q8SYC1,0
P21461,Q9V3G9,1
Q9VF82,P80455,0
A1ZAZ6,Q9VV44,0
E1JJI1,Q9VY87,0
Q8IPW3,P98149,0
P08970,Q26263,0
P17917,Q9VN77,0
Q9VAF3,Q9VS55,0
Q7K4Z4,Q9V3B4,1
A0A0B4LHU7,Q9VVB6,0
Q8IPW2,Q9XZ68,0
Q26263,A1Z9X0,0
Q9V407,Q7KSP5,0
Q9W4N8,Q9U8R4,0
M9PHI7,Q9VB22,0
Q8SXU3,P13098,0
Q9VYY9,Q2PE14,0
Q9W0I6,Q9W229,0
Q9VHA9,Q9VHE5,0
Q9XYF4,P06602,0
A8DYC4,P11420,0
P98149,Q9VVW2,0
Q9VEV9,B7YZF0,0
Q9W236,Q7KRI2,0
Q9W2E8,P92177,0
Q9U6B8,P10734,0
Q9U6B8,P11420,0
P41094,Q9VF82,0
E3CTS5,Q4V6I0,0
O02002,Q9W3E1,0
P29327,Q7PL91,0
O18640,P46150,0
Q24106,P08646,0
A1ZAW9,P02299,1
Q9W5N2,Q9VZ01,0
Q9W279,Q9VZU4,0
P08645,P45975,0
P46150,Q95TY2,0
O16797,Q9VA95,0
Q24117,Q24133,0
Q9VS01,P31007,0
Q9VEF0,Q7KSD8,0
Q9VVW2,Q9VRT7,0
Q24039,Q9VMN6,0
Q9VKF0,Q9VQF9,0
P25867,Q9V4S8,0
Q9Y106,Q9NHB0,0
Q8SYM9,P48462,0
P36188,Q8IMZ4,0
Q9VXP1,Q9W1E5,0
Q9W1E5,Q9VFB9,0
Q9VXX8,Q7KTX7,0
Q8SXU3,Q9VCZ7,0
Q9VI55,A1ZAW9,0
Q9VQD7,Q9VHM5,0
Q9W482,Q8T3W6,0
Q9VD72,Q7K306,0
Q9W2P0,Q9VFE9,0
Q9W074,Q9V3Z4,0
Q9W1K4,Q27415,0
Q9VTZ7,Q9VIT3,0
Q7KMS3,Q9VAQ8,0
O97418,Q94511,1
Q7JWS8,P02836,0
O16867,Q7KRY6,0
Q9Y106,P22711,0
O76908,Q9W501,0
Q7KVG9,Q9W4I7,0
Q7KM15,Q9W3N7,0
Q9VM20,Q8IML3,0
Q9VJZ6,Q9VH07,0
Q59DX6,Q9VKF0,0
Q24087,Q9VXA5,0
P55035,A1ZBK7,0
Q9VVH6,Q95TN8,0
P09180,Q9VRT7,0
Q9VSY9,Q9VJC7,0
P25008,Q9U5W9,0
P02574,P23573,0
A1ZAK9,Q24324,0
Q9W3Q0,Q7K306,0
Q8T0G4,Q24039,0
Q94513,Q95RA8,0
Q9VYW3,Q7KTX7,0
Q9VIE6,Q9VM64,0
Q9VBU9,Q9VHK6,0
Q9VWI4,P18824,0
P08182,Q9W102,0
Q7K2L1,P13060,0
O76878,Q9VY87,0
Q9VCG6,Q7JZK1,0
P52654,Q9W3E1,0
P18932,E3CTS5,0
Q9VS05,Q9VHV8,0
Q9VF04,A1ZAZ6,0
Q9VE96,Q7KS72,0
P13582,P48607,1
Q9W1A3,Q9VUK7,0
Q9VNB5,P49847,0
Q9VZU4,Q9VXX0,0
Q95TS5,Q9VBH8,0
Q9I7P3,P26270,0
P25843,P23573,0
O96863,P08181,1
Q9VZF2,P06002,0
Q9VJE4,Q9VB23,0
P31007,Q9VQD8,0
Q9W1A3,Q9VTL1,0
Q9VBC5,P48607,0
E1JHY7,Q9VQQ9,0
Q9VPP7,Q9W499,0
O16867,A0A0B4KGY6,0
P23128,O02002,0
Q9VS34,Q9VRY0,0
P13060,P15357,1
Q9VT76,P10734,0
Q9W1U6,Q9U8R4,0
Q9VCL2,Q9VTE5,0
A1Z6E0,P10084,0
Q9V428,A1ZAK9,0
Q8SYU5,Q9VPX6,0
Q9VT31,Q95TJ9,0
M9PGR0,Q9VHV8,0
Q9VTW3,Q9VHB7,0
Q4V5A7,Q9VZJ3,0
Q9VJ83,Q9V431,0
P13677,Q7JX41,0
Q9VZL5,A0A0B4LHU7,0
P18289,Q9V452,0
Q9VA32,A0A0B4KEQ4,0
P81909,P07909,0
Q8IQ92,Q32UW5,0
Q7KLV9,M9PF17,0
Q7K0E6,Q9VJZ4,0
Q9W102,Q7JX41,0
Q9VQI4,Q9V3Z4,0
P25158,P17917,0
Q9W237,Q9VRY0,0
P46824,Q7JZK1,0
Q9VJ33,Q9W2H9,0
Q9VLB2,Q9VHM7,0
P23128,A8DYC9,0
P42287,P48462,0
E1JHY7,Q8IMX1,1
Q9V637,Q9V7W9,0
Q9VYX7,Q7K2G1,0
Q9XZ61,P52485,0
Q94527,Q9W125,0
Q95U62,P50536,0
Q8T476,Q9VA32,0
Q9V535,Q9VEV9,0
O77237,P08928,0
P13096,Q960Q9,0
Q8SWV6,A0A0B4JCT9,0
Q05547,Q9V431,0
Q9VWE8,P80455,0
P81917,Q94535,0
Q9V3S6,P21461,0
A1Z9I5,Q9VWI0,0
P23572,Q0KI69,0
P18929,Q9VAF3,0
Q8T403,Q24133,0
Q9VAH9,Q9VPX6,0
Q9NJG9,Q9VLT7,0
A1ZB42,Q9V345,0
P39768,P09052,0
Q9VGU4,Q7K1Y4,0
Q9V3H8,Q9VF10,0
Q9VI72,M9PF96,0
Q26366,P49735,0
Q7K4N3,Q9XYF4,0
Q9V3H8,P26308,0
Q8IH18,Q9VTL1,0
P50882,Q09024,0
Q9VSN0,P08970,0
P18929,Q9VTU2,1
Q9VTE5,Q9VVT5,0
B3DML8,Q7JYH3,1
A1Z9I6,Q9VXK7,0
P29555,Q05201,1
Q9VEX9,Q9V9J3,0
Q9VJP9,Q9W402,0
P26686,Q94535,0
Q0KI69,Q9W2S2,0
Q45VV3,P10083,0
Q86BB4,P10734,0
Q9VP85,Q9W0Q5,0
Q960D3,P20353,0
Q9V9M7,Q9VBY2,0
Q9NFZ3,Q9VS01,0
P91664,Q9VKV6,0
Q9W4I7,Q9V3Z1,0
A0A0B4KGY6,Q9VBI1,0
P23023,Q9VM81,1
P43332,P42325,0
Q27297,Q24318,0
Q8SXU3,P02299,0
Q9V6Q2,Q9V4S8,0
Q9VKF0,P49906,0
Q7KMS3,Q95RV3,0
P49847,P09087,0
Q9VUK7,P15330,0
Q7KA43,A8JR10,0
Q9VTB4,Q9VHB6,0
Q9VM64,Q0E8N2,0
P06754,Q9V3Y8,0
Q8T476,P09180,0
P16914,Q95028,0
Q9V3L8,Q9VXZ0,0
Q24246,Q9W3E1,0
Q8T476,Q9Y0Z9,0
R9PY49,P13097,0
Q7K738,Q9W5B9,0
C7DZL4,P03896,1
Q9W279,Q9V3S6,0
P40792,P25008,0
P55035,Q05201,0
O76908,Q9VJI7,0
Q9W0Q5,Q9VJC7,0
C0HKA0,Q9VFL4,0
Q9VWA6,P17210,0
Q9VG94,P55828,0
A1Z933,Q24562,0
P18931,Q9VJZ4,1
Q7KA43,Q0E9B7,0
P47948,Q9XZH6,0
Q24570,P54367,0
O18333,Q27350,0
Q9VJ33,Q9W4N8,0
P18101,Q9VSG1,0
Q9VFE9,Q9V9M7,0
A1ZBY3,P42287,0
P10734,P29555,1
Q9VAC8,Q9VWX1,0
Q8SYC1,Q95TY2,0
Q6NMT8,Q24134,0
X2JDZ1,A1ZAH8,0
Q9VCI7,Q9VIP1,0
Q9VA83,Q9VHM5,0
Q8IMX1,Q03334,0
Q9VGW6,M9PJE4,0
Q8I7C3,P02574,0
Q9VN42,Q7KRU8,0
P41126,P40792,0
Q7KUD5,P47825,0
Q9XYU0,Q94545,0
A0A0B4K775,Q8T3W6,0
Q9VM46,Q9VIZ0,0
Q7KS77,Q7KJ69,0
Q9VRK9,P62152,0
P11420,Q24570,0
Q9V9J3,Q9U1K1,0
P49028,Q9V535,1
P18930,Q24297,0
P10627,P15330,1
Q9VMV7,Q9V8I2,0
Q9VWG3,A1ZBK7,0
O46037,A0A0B4JD33,0
Q9VMN9,P08182,0
Q9XZH6,Q9VJ83,0
B7Z0R7,Q9VEX5,0
Q7KJ69,P40427,0
Q9W542,Q9VZV5,0
P41093,Q9VQD7,0
P48554,P83949,0
Q9I7H8,Q9VYX4,0
Q9W102,Q9Y0I1,0
P41093,Q9V9W3,1
Q9V3L8,P17789,0
Q8T390,Q45VV3,0
Q9VAC8,Q86BS3,0
Q9VJP9,Q9VJ19,0
Q7K738,Q9VCY3,0
Q06559,Q9VU85,0
Q9VA95,P48159,0
P04359,P18489,0
A0A0B4KGY6,Q9W418,0
P17789,Q9W0A8,0
Q6NMT8,O18413,0
Q962S2,Q9VWI4,0
Q9NJG9,A8JR10,0
Q0KHZ6,Q9V4S8,0
P23023,Q7KRY6,0
Q24570,Q9VVP8,1
Q8SZX5,Q9VZU2,0
Q9V3V9,Q9VQA2,0
Q8MRE6,E1NZB4,0
Q9VFE4,Q9V8I2,0
Q9VQ91,Q9V393,0
Q9VSN0,Q9VL21,0
Q9VMN9,Q9VEX5,0
Q9VPP7,P20350,0
Q9VWA6,P06603,0
Q961D1,Q9W4N8,0
Q7K0E6,P48149,0
Q9VUR1,Q9VS36,0
Q9VL93,Q9VY87,0
O97418,Q0E9B7,0
Q24133,Q9VX24,0
Q9VUR3,Q27368,0
Q24040,Q9VCG6,0
Q95RA8,X2JDZ1,0
Q24040,O62530,0
P80455,Q7K2G1,0
M9PBY4,Q9NFZ3,0
P02835,Q9VD72,0
P18431,Q9VTU2,0
Q9VSY9,Q9NJG9,0
P10084,Q0E9G3,0
Q9VD72,Q9XZ57,0
Q9W0I6,P47948,0
Q7KUL3,Q9VKW3,0
P81909,P16568,0
Q9XZ61,Q9U1H9,0
Q9VHE3,Q9VP65,0
P23647,P07909,0
Q9VYG2,P13098,0
Q9VSN0,Q9VSJ8,0
Q9VVT5,P13677,0
Q95TS5,P49071,0
Q45VV3,Q9VJP9,0
P18101,Q9VHE3,0
Q9W542,Q8T0G4,0
P11420,P42325,0
Q01645,P92208,0
Q94517,P22711,0
P02283,Q9VS01,0
P42124,Q9VXP1,0
P29844,Q9VS38,0
Q9VM20,P22812,0
Q8I7C3,P42325,0
Q05201,Q27350,1
O77430,M9NF10,0
O46308,Q9VLK1,0
P07909,Q9VVL6,0
P0CG69,P48159,0
Q7JYH3,Q9XZT6,0
Q7JWR4,Q9VQD7,0
Q59DX6,P42124,0
Q24537,Q9VEQ1,0
Q9VTM0,A0A0B4KFZ9,0
Q9Y0S9,Q27884,0
P29310,Q9W4I7,0
Q8SYM9,Q8IRY7,0
P29673,P08645,0
Q7PLK0,P20353,0
Q9VJM1,Q8SYC1,0
Q9V3Z1,Q9VXS3,1
Q9XZ57,P55830,0
O02002,P17704,0
A1ZAH8,P18932,0
Q9VYX7,Q9W2A5,0
Q09024,P92177,0
Q9W4R3,Q08605,0
Q9VQ91,Q27884,0
O44437,Q9W3R7,0
P09956,P12982,0
Q59DX6,A1ZBK7,0
Q9VI60,Q9W334,0
Q9W3E7,Q9VSY9,0
Q9VR58,O97102,0
Q9VEX9,P08928,0
Q9W218,P03896,0
Q9VP78,Q7K1V0,0
Q23985,P17789,0
Q9V9W3,Q9VNE9,1
P50887,P83949,1
Q9NFZ3,P84040,0
Q9VYG2,Q9VEG5,0
Q9VVY4,Q9XZT1,0
A8JUS8,M9PBM3,0
Q9VL93,Q8I8V0,0
Q9VHV8,Q9VGW6,0
Q960Q9,Q59DX6,0
Q9XZT6,O97420,0
Q8INB9,A8DYC4,0
O18640,P02283,0
Q9VXS3,Q9VX94,0
Q24454,Q86BS3,0
Q9V7W9,P07247,0
Q08012,Q9VPP7,0
Q94545,Q9VPH8,1
P18824,Q8MRQ1,0
A0A0B4KFV0,Q8T0S6,0
Q9VR09,Q9VR38,0
O44437,Q9VTM2,0
Q9W148,Q9VTT2,0
P91929,P22769,0
Q00805,Q9VGF9,0
Q9VHK6,Q9VZF2,0
Q95RR8,Q9VTZ7,0
Q9VJD2,Q95RV3,0
Q9Y106,Q9VBC5,0
P20353,Q24040,0
Q7K304,Q9VVP8,0
O76924,P11147,0
P32031,Q4V5L1,0
Q9V3E9,P81900,0
Q9VGR1,Q9VCG6,0
P40688,Q95SG9,0
O18333,A1ZAZ6,0
Q95TN8,A0A0B4KGY6,0
Q01069,Q9VTL1,0
Q8I0J6,P48461,0
Q9VDK2,Q9V428,0
Q9XZ58,P06002,0
Q9VVL6,Q01070,0
B7Z0R7,P47825,0
Q9VJQ5,Q8I0J6,0
O18334,Q9VP78,0
P23758,Q9VGR1,0
Q9VEX9,A1Z9I6,0
Q7K1V0,Q95RJ9,0
P55841,Q9VNB9,1
P10627,A1Z9I5,0
Q0E8K5,Q9VUW2,0
Q24106,Q24306,1
Q8T0G4,Q9XZS4,0
P54733,Q7JVK6,0
P23128,Q9VYG2,0
O77430,Q9VAY8,0
Q8SX32,A1ZBT5,0
M9PJE4,Q9NFZ3,0
P13677,Q24008,1
P55935,Q94519,0
P48461,Q9VPU9,1
Q9V457,E1JHY7,0
Q9VP57,X2JDF3,0
P18931,Q7K4N3,0
Q8ML92,Q9VUQ1,0
B7Z0T5,Q2PE14,0
A0A0B4JCT9,Q23973,0
C7DZL9,Q23973,0
A0A0B4KFV0,Q9VHK6,0
Q9VAC4,P16241,0
C0HL67,Q9W0I7,0
P25843,Q27934,0
Q7KRW1,Q9VF77,0
A0A0B4JD33,Q9XZ68,0
Q24276,O76878,0
Q9VMU0,O18413,0
Q08605,Q9V3Z1,0
Q9VGW6,P92204,0
Q8MRE6,Q06453,0
A1ZBK7,O16797,0
P02835,P23758,1
Q9VRK9,Q9VZU4,0
P22769,P22816,0
P52654,Q08012,0
P06603,Q9VWZ1,0
Q9VJ12,Q9V535,0
Q9VIH1,Q9VAT0,0
Q9VS01,Q95SG9,0
Q9V444,O97102,0
Q7KM15,Q8T476,0
P48149,P55935,1
P17789,Q8T3Y0,1
Q94519,Q9VA91,0
Q9V3K3,Q9VS36,0
O46339,Q9VFL4,0
P12881,Q7K148,1
Q9V3Y8,Q9VPX6,0
P06602,P30052,0
Q94527,Q9VTE0,0
P22814,Q24040,1
Q9VCV3,Q01070,0
O17445,Q9VZU2,0
O61602,O02002,0
Q4V6I0,Q9VJ02,1
Q9V6Q2,Q86P80,0
Q94524,Q9VH45,1
P03896,Q9VTU2,1
P02833,Q9VQI4,0
Q24475,Q9VVV9,0
Q24454,Q9VVW2,0
Q9VI13,Q9W482,0
Q9VXP1,Q9VFT4,0
Q9VUW2,A0A0B4JD33,0
Q9VIP1,P08570,0
Q9V3L7,Q95RA8,0
O02002,P46223,0
A1Z933,Q24547,0
P15330,Q24537,1
Q9VJ02,Q9VV74,0
Q9VK43,P25008,0
Q9W2H9,Q9VUK7,0
P46150,O16810,0
Q9V3H2,P25867,0
Q9VWA1,Q9V3V9,0
P15330,Q9V9J3,0
Q7KSQ2,Q9U1K1,0
P54359,Q9W418,0
I0B1P6,Q9VGR1,0
Q9VS05,P48148,0
P34021,Q05652,0
O76908,Q9VAY8,0
Q24564,Q9V3S6,0
C0MJ66,Q9VPX6,0
Q9VJ33,Q8SYC1,0
P18931,Q24152,0
Q9VZU1,Q9VRY0,0
Q9VR65,Q9VQK1,0
P20227,Q9W380,0
P54611,Q9U5W9,0
Q9VQF9,Q9VA91,0
Q9VZM7,Q0E8K5,0
Q9W2E8,P55035,0
E1JH43,Q4V5L1,0
Q24318,Q27368,1
Q9XZH6,Q9W3E7,0
Q9V9W8,C0HKA0,0
Q9VFE9,Q9VHD2,0
P29829,Q9V428,0
Q9W102,A1ZBP6,0
Q9VEX9,Q9VDD1,0
P02574,Q7KA43,0
Q9V9Y9,Q9V4S8,0
Q9VVA7,Q24562,0
P02283,Q94535,0
Q9VIT3,Q9V3J8,0
M9PBM3,Q7PL91,0
Q7JVK6,P84051,0
Q95SJ2,O76924,0
Q9V464,Q9VSY9,0
Q9W481,P02574,0
P91641,Q9XZT1,1
O17445,Q9VH07,0
P08181,P08182,1
Q9VS55,O18338,0
Q9XZH6,Q9VUG4,0
P26308,P92177,0
Q9Y0H4,Q8MRQ1,0
Q9VX94,Q960D3,0
P10627,Q24562,0
Q02637,Q9V3Z1,1
Q9VZF2,Q95SG9,0
Q7K2L1,Q9W2P0,0
Q01071,Q9V3Z4,0
Q7JVK6,Q24562,0
P17133,P13582,0
Q9VCR6,Q9VM81,0
Q01645,Q9W482,0
Q27934,A1Z933,0
Q9VSY8,M9PHI7,0
Q9VXA5,O46339,0
Q7KVL6,Q9W0I7,0
P54611,Q9VR65,0
Q8SY34,Q9W482,0
Q9VQS4,P30052,0
P08928,Q9VGY3,0
